pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,vel_x,vel_y,vel_z,omg_x,omg_y,omg_z,delta_x,delta_y,delta_z,f_x,f_y,f_z,f_x_out,f_y_out,f_z_out
1.6020066,0.38547358,-1.4042804,-0.9911696,-1.9226425,-1.0977732,-0.17398898,1.4713603,-4.1909976,2.4134254,0.2116806,-3.088601,0.16129954,-1.4840292,4.7699714,-0.047277708,1.8235983,1.5703855,-0.04994536,1.8233535,1.5709239
1.6088803,0.39329937,-1.3972728,-0.98416144,-1.9156703,-1.0849049,-0.16900082,1.4781073,-4.136369,2.4093122,0.23684207,-3.03996,0.17032659,-1.4767609,4.7266836,-0.042920105,1.8301247,1.5776185,-0.04557846,1.829877,1.5781558
1.6091182,0.39449066,-1.3968997,-0.98378766,-1.9153583,-1.0786711,-0.17064394,1.4782217,-4.088562,2.3983173,0.25474015,-2.9979408,0.17271613,-1.4761288,4.6769547,-0.0451876,1.8300139,1.5782158,-0.047836326,1.829763,1.578752
1.6103185,0.39664537,-1.3955629,-0.9824504,-1.9141076,-1.0714736,-0.17132033,1.479301,-4.04005,2.388051,0.27297902,-2.954973,0.17606601,-1.4745344,4.628459,-0.046481933,1.8308636,1.5797757,-0.049121965,1.8306094,1.5803097
1.608764,0.39604655,-1.3969795,-0.9838665,-1.9156342,-1.0672736,-0.17474692,1.4776285,-3.994493,2.3748085,0.28785136,-2.9147978,0.17665951,-1.4756949,4.5774193,-0.050520867,1.8289566,1.57858,-0.05315189,1.8286995,1.5791124
1.6091206,0.39735994,-1.3964837,-0.9833702,-1.9152713,-1.0611614,-0.17625806,1.4778696,-3.9472387,2.3632653,0.30403087,-2.8727741,0.17916223,-1.4749444,4.5285144,-0.05263847,1.8289591,1.5792952,-0.055259973,1.8286989,1.579827
1.6182978,0.40749526,-1.3871658,-0.97405183,-1.9061089,-1.046227,-0.16894397,1.4869343,-3.891428,2.3603435,0.3284327,-2.822014,0.19048382,-1.4653733,4.488709,-0.045924496,1.8377807,1.5888317,-0.048537567,1.8375174,1.5893608
1.6065953,0.39675203,-1.3987263,-0.98561186,-1.9178463,-1.0524153,-0.18250513,1.4751219,-3.8567111,2.3363519,0.33136645,-2.79224,0.18092394,-1.4766817,4.42825,-0.06008046,1.8257208,1.5774871,-0.062684774,1.8254542,1.5780151
1.6028699,0.39398715,-1.4023085,-0.98919344,-1.9216256,-1.050503,-0.18808472,1.4712892,-3.814231,2.3201568,0.34169677,-2.7546158,0.1793394,-1.4800133,4.3759913,-0.066249214,1.8216362,1.5741198,-0.068844296,1.8213674,1.5746473
1.6071612,0.3992401,-1.3978724,-0.98475707,-1.9174066,-1.0408168,-0.18564317,1.475476,-3.7639906,2.3118088,0.35946897,-2.7091205,0.18576969,-1.475328,4.3320193,-0.06439074,1.8255674,1.5787702,-0.06697759,1.8252952,1.5792948
1.6066803,0.39972228,-1.3982072,-0.9850912,-1.9179773,-1.0359013,-0.18796912,1.4748932,-3.718724,2.298527,0.37190428,-2.668561,0.18742627,-1.4754146,4.2834888,-0.06729465,1.8247246,1.578647,-0.06987303,1.8244497,1.57917
1.5989271,0.39293325,-1.405813,-0.9926964,-1.9258373,-1.0383791,-0.19756304,1.4670408,-3.6809328,2.2778194,0.3765103,-2.6354556,0.18180867,-1.4827734,4.2278967,-0.07746117,1.816608,1.5712512,-0.08003054,1.8163304,1.5717741
1.6072469,0.40221822,-1.3973446,-0.98422754,-1.9176403,-1.0249046,-0.19107968,1.4752636,-3.6273127,2.2730403,0.39663795,-2.5864751,0.1922621,-1.4740596,4.188637,-0.07154453,1.824563,1.5799294,-0.074105866,1.8242826,1.5804496
1.6070704,0.40300837,-1.3973708,-0.9842534,-1.9179546,-1.0199249,-0.19308786,1.4749931,-3.5823674,2.2596288,0.40772796,-2.5462036,0.19421777,-1.4738414,4.141068,-0.07411451,1.8240206,1.5801103,-0.0766676,1.8237374,1.5806289
1.6110137,0.40791908,-1.3948041,-0.98015845,-1.9141638,-1.0108244,-0.1909723,1.4788445,-3.5334804,2.2502072,0.42240366,-2.5020404,0.20029104,-1.4695038,4.0978045,-0.07255557,1.8275962,1.5844103,-0.07509985,1.8273104,1.5849283
1.605183,0.4030575,-1.4004819,-0.98583573,-1.9201603,-1.0117404,-0.19862579,1.472925,-3.4945836,2.2308908,0.42677778,-2.4678917,0.19658904,-1.4749397,4.0449963,-0.08075998,1.821397,1.5789374,-0.08329653,1.8211085,1.5794532
1.6137902,0.41263476,-1.3917207,-0.977074,-1.9117321,-0.99821734,-0.19183719,1.4814456,-3.441405,2.2258968,0.44507122,-2.4195595,0.20732296,-1.4659375,4.0067897,-0.07451768,1.8296342,1.5879015,-0.077046126,1.8293428,1.588415
1.6124715,0.41228724,-1.392884,-0.97823685,-1.9132421,-0.9946189,-0.19497018,1.4800426,-3.398299,2.2108693,0.45292807,-2.3814194,0.20812918,-1.4668614,3.9588108,-0.07819189,1.8279439,1.5869386,-0.08071184,1.8276505,1.5874522
1.5977671,0.39855537,-1.4074316,-0.99278396,-1.928149,-1.0046488,-0.21148424,1.4652568,-3.3687694,2.182354,0.44689462,-2.356943,0.19554812,-1.4811707,3.897648,-0.0952418,1.8128675,1.5725915,-0.09775415,1.8125712,1.573103
1.6048433,0.40660518,-1.4001974,-0.9855492,-1.9212861,-0.992897,-0.20621343,1.4722539,-3.3175833,2.175524,0.46214607,-2.3109734,0.20474583,-1.4736992,3.8583958,-0.0905023,1.81957,1.5800241,-0.09300682,1.8192712,1.5805333
1.594402,0.39713866,-1.4104793,-0.99583083,-1.931951,-0.9986614,-0.21845587,1.4617361,-3.2840283,2.1510866,0.45939228,-2.2828197,0.19642425,-1.483745,3.8017452,-0.10327122,1.8087538,1.5699383,-0.105767444,1.8084527,1.5704474
1.6042447,0.40795758,-1.4004757,-0.9858267,-1.9223408,-0.98426217,-0.21040955,1.4715048,-3.2303553,2.146849,0.47644067,-2.2346895,0.20838523,-1.4735066,3.765554,-0.09574621,1.8182209,1.580138,-0.09823504,1.8179173,1.5806444
1.6155385,0.4202286,-1.3890198,-0.9743703,-1.9112885,-0.9685329,-0.20090799,1.482727,-3.17533,2.1439831,0.4944672,-2.1854246,0.22179542,-1.4618169,3.730917,-0.086761594,1.8291379,1.5917872,-0.0892428,1.8288316,1.5922921
1.6075181,0.41318652,-1.3968769,-0.98222697,-1.9195584,-0.9721166,-0.21071637,1.4746374,-3.139707,2.1217296,0.4927143,-2.155798,0.21588963,-1.4694414,3.6770601,-0.097082295,1.8207393,1.584122,-0.099555425,1.820431,1.5846261
1.6098787,0.41652673,-1.3943516,-0.97970116,-1.9174547,-0.96544,-0.2101393,1.4769316,-3.093838,2.1097877,0.50088286,-2.1161225,0.2203632,-1.4666848,3.6337242,-0.097012535,1.8227211,1.5868384,-0.099478476,1.8224103,1.5873399
