pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,vel_x,vel_y,vel_z,omg_x,omg_y,omg_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_ori_x,delta_ori_y,delta_ori_z,f_x_out,f_y_out,f_z_out,torque_x_out,torque_y_out,torque_z_out
-1.4333999,1.528185,-0.945232,-0.8967467,1.2398297,-1.0122582,-1.2816067,-2.166821,1.0632471,0.37305143,1.9517848,-0.88329047,1.3048371,2.2149162,-1.0632471,0.1069031,1.8311584,-0.89189804,-0.8832791,-0.8576874,0.8739348,-0.854951,-0.85700387,-0.857023
-1.4371113,1.5196708,-0.923933,-0.90219724,1.2136447,-1.0131612,-1.2639605,-2.215642,0.74596715,0.36639526,1.9265224,-0.88421524,1.171107,2.2561681,-0.74596715,0.13062638,1.6875033,-0.8856392,-0.8838302,-0.8561806,0.8649204,-0.8545442,-0.8560153,-0.8563581
-1.4408178,1.5109327,-0.90999633,-0.9077817,1.1897905,-1.0140872,-1.1126647,-2.245174,0.6812668,0.35206196,1.7508936,-0.8773892,1.0929883,2.2798734,-0.6812668,0.14339018,1.59152,-0.88183147,-0.8865166,-0.8575433,0.8585121,-0.85580224,-0.8573555,-0.8575912
-1.4445218,1.5020659,-0.89756095,-0.9134383,1.1674935,-1.0150273,-1.0799034,-2.261279,0.34480092,0.34894362,1.6967456,-0.87652105,0.93986464,2.2874928,-0.34480092,0.15942611,1.4173332,-0.8734273,-0.8970225,-0.866062,0.85945415,-0.8654105,-0.8664017,-0.8669473
-1.4482204,1.4931576,-0.89293295,-0.91918546,1.1480223,-1.0159984,-0.9076912,-2.2575202,0.27154762,0.3377145,1.4863607,-0.86757696,0.8448048,2.277657,-0.27154762,0.1643761,1.2935467,-0.86761224,-0.9088874,-0.87688386,0.8637214,-0.87613374,-0.8772159,-0.8776485
-1.4519156,1.4843029,-0.89000475,-0.92496055,1.1305594,-1.0169909,-0.8594317,-2.2406638,-0.0672246,0.338032,1.4037591,-0.86488897,0.67867434,2.2516942,0.0672246,0.17222147,1.0962042,-0.8574483,-0.9285903,-0.8945123,0.8754381,-0.89480144,-0.89536333,-0.89607966
-1.455605,1.475589,-0.89493746,-0.93077993,1.1162982,-1.0180209,-0.67402977,-2.2040057,-0.14757444,0.33038676,1.1682596,-0.8542712,0.5703914,2.2088501,0.14757444,0.16930272,0.9492953,-0.84985775,-0.94880885,-0.9139086,0.89098525,-0.9141041,-0.9147659,-0.9153651
-1.4592907,1.4671079,-0.90173465,-0.9365828,1.1044204,-1.0190789,-0.6120905,-2.1548703,-0.47792462,0.3340209,1.0596187,-0.84983194,0.39731708,2.150303,0.47792462,0.16886823,0.7352522,-0.83825964,-0.9813478,-0.94410485,0.9092306,-0.9452496,-0.94545454,-0.94629997
-1.4629704,1.4589446,-0.9161973,-0.9423833,1.0960152,-1.0201795,-0.4205749,-2.0866861,-0.56149024,0.33012593,0.80688614,-0.83789116,0.28018972,2.0759418,0.56149024,0.15824732,0.5706503,-0.82917887,-1.0102437,-0.97230846,0.9348341,-0.9733666,-0.9736783,-0.9744066
-1.4666458,1.4511849,-0.93259907,-0.94812375,1.0902804,-1.0213137,-0.34740403,-2.0069141,-0.87175393,0.33696103,0.6765452,-0.8318893,0.106141545,1.9867716,0.87175393,0.14957373,0.34764564,-0.8165719,-1.0506672,-1.0099528,0.96326077,-1.0118304,-1.0117699,-1.0126963
-1.4703153,1.4439094,-0.9562002,-0.9538153,1.0881636,-1.0224943,-0.15613557,-1.9095913,-0.95591545,0.3369271,0.41556847,-0.81905717,-0.016171115,1.8834707,0.95591545,0.13168852,0.17110412,-0.8063221,-1.0886309,-1.0472405,0.9969886,-1.0490382,-1.04909,-1.0499032
-1.4739805,1.4371948,-0.98175424,-0.9594058,1.0889109,-1.0237128,-0.07376781,-1.8019291,-1.234873,0.3466904,0.26803237,-0.81170094,-0.18536657,1.7667085,1.234873,0.1151046,-0.05289682,-0.7931543,-1.1365248,-1.0918441,1.0339913,-1.0942976,-1.0940785,-1.0950339
-1.4776398,1.4311142,-1.0137813,-0.96490264,1.0932924,-1.0249797,0.11074645,-1.6788677,-1.316638,0.350505,0.00823687,-0.7984419,-0.30832914,1.6381046,1.316638,0.09065502,-0.23505352,-0.7820967,-1.1814227,-1.1359468,1.0758438,-1.1383266,-1.1382244,-1.1390743
-1.4812949,1.4257318,-1.0477055,-0.9702614,1.1006291,-1.0262873,0.19869591,-1.5471272,-1.5544357,0.36279812,-0.1512503,-0.7899846,-0.46594664,1.4978222,1.5544357,0.06682507,-0.4520975,-0.76882523,-1.2345012,-1.185368,1.1209189,-1.1882144,-1.1879531,-1.1888857
-1.4849443,1.4211111,-1.0871477,-0.9754856,1.111487,-1.0276439,0.3689608,-1.4026716,-1.6308694,0.37027764,-0.40058547,-0.7767668,-0.5848762,1.3483791,1.6308694,0.036733396,-0.6333671,-0.7573559,-1.2878199,-1.2376444,1.1667386,-1.240422,-1.2402806,-1.24112
-1.4885896,1.4173017,-1.1283635,-0.98054,1.1252859,-1.0290428,0.4595683,-1.2514163,-1.8190536,0.38464844,-0.5663405,-0.76751685,-0.7256005,1.1894486,1.8190536,0.0065376787,-0.8357253,-0.7444583,-1.3434528,-1.2897341,1.2189314,-1.2927743,-1.2925879,-1.2934512
-1.4922302,1.4143553,-1.173946,-0.98542374,1.1423676,-1.0304893,0.60988563,-1.0905944,-1.8874602,0.39551824,-0.7962743,-0.7548169,-0.83665466,1.0243204,1.8874602,-0.028114527,-1.0096481,-0.732986,-1.39838,-1.3432949,1.2723788,-1.3462694,-1.3462044,-1.3469902
-1.4958667,1.4123054,-1.2211157,-0.9901119,1.1622711,-1.031978,0.70040005,-0.9250838,-2.0193293,0.41144302,-0.96242154,-0.7451034,-0.9558852,0.8524683,2.0193293,-0.06351906,-1.1901207,-0.7209289,-1.4586,-1.4009091,1.3253821,-1.4039397,-1.4039365,-1.4046941
-1.4994991,1.4111885,-1.2713454,-0.99460006,1.1851026,-1.0335112,0.82577753,-0.7535427,-2.0772805,0.4253042,-1.1646907,-0.7333778,-1.0549554,0.6773842,2.0772805,-0.10147383,-1.3504928,-0.70985216,-1.5165161,-1.4571315,1.3815321,-1.4600999,-1.4602164,-1.4609164
-1.503128,1.4110222,-1.3229197,-0.99887395,1.2105358,-1.0350851,0.9123053,-0.5795792,-2.148161,0.4421791,-1.3253393,-0.72353446,-1.1477392,0.49916577,2.148161,-0.14059891,-1.5026696,-0.6990775,-1.5739471,-1.513868,1.4380704,-1.516694,-1.5169653,-1.5175939
-1.5067538,1.4118235,-1.3761388,-1.002927,1.2384379,-1.0366988,1.0073155,-0.403479,-2.1935868,0.45848396,-1.4926727,-0.7132037,-1.2309967,0.32019296,2.1935868,-0.18047687,-1.6437663,-0.6887915,-1.6340721,-1.572085,1.493852,-1.5748543,-1.5752388,-1.5758338
-1.5103766,1.4135966,-1.430412,-1.0067546,1.2686292,-1.0383503,1.0870057,-0.227058,-2.2009346,0.4757083,-1.6421192,-0.7035848,-1.2943256,0.14240523,2.2009346,-0.22172791,-1.7622236,-0.6797146,-1.6881825,-1.6281958,1.5499016,-1.6306374,-1.6312543,-1.6317445
-1.5139972,1.416335,-1.4848557,-1.0103495,1.3007421,-1.0400354,1.1485987,-0.052639715,-2.2322605,0.49386224,-1.7684599,-0.6950292,-1.359203,-0.03416761,2.2322605,-0.26208094,-1.8790168,-0.6705906,-1.7427379,-1.6808712,1.6090556,-1.6832646,-1.683982,-1.6844661
-1.5176154,1.420032,-1.5400262,-1.0137165,1.33475,-1.0417541,1.2191068,0.12010609,-2.1758258,0.51081836,-1.9014245,-0.68597585,-1.3912456,-0.20535181,2.1758258,-0.30398646,-1.9595532,-0.6635318,-1.7918062,-1.734849,1.6623907,-1.7367436,-1.7377594,-1.7381113
-1.5212327,1.4246584,-1.5938873,-1.0168468,1.3700645,-1.0434988,1.2454429,0.28702715,-2.1919076,0.5302167,-1.9821904,-0.6794905,-1.4352686,-0.37336507,2.1919076,-0.34335944,-2.0478609,-0.65588635,-1.8446763,-1.7861502,1.7170292,-1.7880101,-1.7891066,-1.789483
-1.5248483,1.4301971,-1.6481215,-1.0197548,1.4068116,-1.0452716,1.3035764,0.45007396,-2.073708,0.5462766,-2.0939472,-0.6713122,-1.4341706,-0.5327686,2.073708,-0.38463655,-2.0876136,-0.6510487,-1.8848683,-1.8336192,1.768464,-1.8348206,-1.8362765,-1.8364949
-1.5284641,1.4366013,-1.699613,-1.0224297,1.4442037,-1.0470624,1.292743,0.6042485,-2.073971,0.56629527,-2.1261752,-0.6670961,-1.4554716,-0.68666524,2.073971,-0.42169905,-2.1442723,-0.6451421,-1.9316204,-1.8793309,1.819291,-1.8805156,-1.8820266,-1.8823004
-1.5320791,1.443841,-1.7511106,-1.0248953,1.482515,-1.0488749,1.3366628,0.75212896,-1.8982183,0.5809164,-2.2127569,-0.66008073,-1.4215777,-0.8295741,1.8982183,-0.46113423,-2.1418266,-0.6426641,-1.9644666,-1.9207824,1.8650715,-1.9211605,-1.9230905,-1.9231791
-1.5356952,1.4518566,-1.7985299,-1.0271382,1.5207865,-1.0506965,1.2893884,0.88856614,-1.882655,0.6009079,-2.1952076,-0.6582724,-1.4197849,-0.9642368,1.882655,-0.49464673,-2.1648002,-0.6386975,-2.0064435,-1.9623125,1.9075027,-1.9626936,-1.9646502,-1.9648235
-1.5393114,1.4606034,-1.8455882,-1.029192,1.5594308,-1.0525327,1.3180012,1.0162846,-1.655596,0.6135939,-2.2535431,-0.6526626,-1.3547107,-1.0859141,1.655596,-0.5309124,-2.1202393,-0.6386556,-2.0319445,-1.9966706,1.9458567,-1.9961145,-1.998546,-1.9985063
-1.5429299,1.4700108,-1.8873777,-1.0310409,1.5973523,-1.0543691,1.2363199,1.1301287,-1.6247698,0.6328387,-2.1867473,-0.653334,-1.3297371,-1.1965771,1.6247698,-0.5596449,-2.1086931,-0.6367652,-2.0605984,-2.0253797,1.9858001,-2.0248468,-2.0272756,-2.0273457
-1.5465492,1.480019,-1.928452,-1.0327276,1.6350863,-1.0562124,1.247934,1.233176,-1.3544642,0.64310604,-2.2147732,-0.64931923,-1.2350756,-1.2925825,1.3544642,-0.5913498,-2.0235944,-0.6391592,-2.078712,-2.051785,2.0152552,-2.0502117,-2.0531614,-2.0529928
-1.550172,1.4905485,-1.963254,-1.0342352,1.6714398,-1.0580469,1.1337774,1.3201216,-1.3094766,0.6608496,-2.1010149,-0.65245855,-1.1875114,-1.3752401,1.3094766,-0.614202,-1.9779164,-0.6394229,-2.1005225,-2.0739942,2.044203,-2.0724633,-2.0753825,-2.0753427
-1.5537963,1.5015267,-1.9970121,-1.0356138,1.7070521,-1.0598805,1.128205,1.3948642,-1.0055534,0.66832066,-2.097734,-0.65019244,-1.0669361,-1.4420424,1.0055534,-0.6401419,-1.8553057,-0.6441833,-2.1096675,-2.0903728,2.0651004,-2.0877333,-2.0912025,-2.0909047
-1.5574248,1.5128677,-2.0237179,-1.0368459,1.7406753,-1.0616965,0.98600334,1.451675,-0.9479732,0.6839014,-1.9409916,-0.6557056,-0.99885315,-1.4937185,0.9479732,-0.6562586,-1.7770905,-0.64660186,-2.121268,-2.1025357,2.0850363,-2.0999546,-2.103369,-2.103212
-1.5610557,1.5244892,-2.0490878,-1.037987,1.7730296,-1.0635036,0.9638858,1.4954625,-0.6212487,0.6882996,-1.9064993,-0.65527505,-0.85705775,-1.5288602,0.6212487,-0.67545426,-1.6213182,-0.6535679,-2.1187534,-2.1059651,2.0992281,-2.1022482,-2.106222,-2.1057959
-1.5646915,1.5363015,-2.0668762,-1.0390197,1.8028566,-1.065285,0.79908854,1.5200821,-0.5531563,0.701148,-1.7122911,-0.66297394,-0.7707429,-1.5477014,0.5531563,-0.6842116,-1.5133451,-0.6580512,-2.124123,-2.1118839,2.1054626,-2.1082392,-2.1121366,-2.111857
-1.5683304,1.5482161,-2.0830843,-1.040003,1.8309319,-1.0670499,0.76053596,1.531329,-0.21524023,0.70227635,-1.6478227,-0.66438645,-0.61204946,-1.5498716,0.21524023,-0.6958962,-1.3299468,-0.666971,-2.1112964,-2.103658,2.111283,-2.0988936,-2.1033375,-2.1027877
-1.5719748,1.5601425,-2.0914516,-1.0409203,1.8560318,-1.068782,0.5780761,1.5229049,-0.13901468,0.71190363,-1.4230114,-0.67399424,-0.510266,-1.5353059,0.13901468,-0.6969599,-1.1960242,-0.6733626,-2.1054618,-2.0982165,2.1087549,-2.093535,-2.0978854,-2.0974805
-1.5756228,1.5719899,-2.0980504,-1.0418315,1.878959,-1.0704904,0.52465063,1.5013127,0.19806553,0.7097236,-1.3308235,-0.677208,-0.34061006,-1.5045241,-0.19806553,-0.700712,-0.99150693,-0.6839254,-2.087346,-2.0834115,2.1014702,-2.0776703,-2.0825312,-2.0818665
-1.5792766,1.58367,-2.0968273,-1.0427216,1.8985682,-1.0721599,0.33143583,1.4603082,0.27970693,0.71579987,-1.083384,-0.68838406,-0.2273791,-1.4572302,-0.27970693,-0.6940637,-0.8363892,-0.6919971,-2.0705118,-2.0667126,2.0906177,-2.0610592,-2.065815,-2.0652874
-1.5829345,1.5950935,-2.0937097,-1.0436493,1.9156607,-1.0737997,0.26548308,1.406758,0.6039449,0.7103937,-0.9667393,-0.6932848,-0.053202208,-1.3947408,-0.6039449,-0.6897665,-0.618024,-0.7038244,-2.046613,-2.0432036,2.074793,-2.037821,-2.04236,-2.0420377
-1.5865984,1.6061776,-2.0830684,-1.0446012,1.9292107,-1.075396,0.06883764,1.3348496,0.688109,0.7127207,-0.70548064,-0.7056245,0.067588344,-1.3165575,-0.688109,-0.6756476,-0.4472231,-0.71327657,-2.0228214,-2.0176308,2.0549617,-2.01244,-2.016817,-2.0166616
-1.5902665,1.6168373,-2.0704744,-1.0456328,1.9399894,-1.0769572,-0.008005476,1.2513232,0.9880012,0.704258,-0.56850517,-0.7120256,0.18723199,-1.2237397,-0.9880012,-0.6571569,-0.27656457,-0.7228,-1.9970583,-1.9860746,2.0299091,-1.9814254,-1.9854616,-1.9855905
-1.5939387,1.626993,-2.0509214,-1.0467688,1.9479997,-1.0784835,-0.027975982,1.1476654,1.1163234,0.6879823,-0.48901442,-0.7155709,0.2622173,-1.0990803,-1.1163234,-0.6223663,-0.15219302,-0.72944975,-1.9576342,-1.9497435,2.0022256,-1.9442047,-1.9486427,-1.9485474
-1.5976137,1.6364719,-2.028391,-1.0481013,1.953992,-1.0799853,-0.066956,1.0177801,1.3915095,0.6678958,-0.39215663,-0.71981555,0.3999229,-0.9250218,-1.3915095,-0.57680756,0.04277083,-0.74043703,-1.9129074,-1.9095103,1.9682579,-1.9026917,-1.9077376,-1.9072707
-1.6012934,1.6450057,-1.9994749,-1.0496911,1.9568214,-1.0814464,-0.09979974,0.8412554,1.4693981,0.6395928,-0.2839115,-0.72536343,0.47910202,-0.78870314,-1.4693981,-0.5402206,0.17429157,-0.74758697,-1.8731437,-1.8704832,1.9280096,-1.8622459,-1.8680009,-1.8670863
-1.6049759,1.6527994,-1.9687515,-1.0514874,1.957517,-1.0828813,-0.2560339,0.71944803,1.65666,0.63112044,-0.06837632,-0.7352253,0.6458148,-0.68485165,-1.65666,-0.5269735,0.3885951,-0.759368,-1.8323755,-1.8291655,1.8856184,-1.8211094,-1.8266923,-1.8258965
-1.6086642,1.6600293,-1.933683,-1.0533586,1.9547359,-1.0842729,-0.50909466,0.60761565,1.6611849,0.6341167,0.25706026,-0.751104,0.8499661,-0.5590054,-1.6611849,-0.51222914,0.65107536,-0.774889,-1.7870902,-1.7834727,1.8447542,-1.7751741,-1.7808189,-1.7799788
-1.6123596,1.6665758,-1.8985094,-1.055313,1.9476963,-1.085607,-0.8405379,0.47366452,1.8065656,0.6411631,0.6795187,-0.77309644,1.0538996,-0.41871595,-1.8065656,-0.49503198,0.9285654,-0.7926175,-1.7381339,-1.7347088,1.801857,-1.7261448,-1.7318599,-1.7309599
-1.6160622,1.6723608,-1.8599625,-1.0573646,1.9361548,-1.086876,-0.9642088,0.32720268,1.9192821,0.63159573,0.89637166,-0.7858878,1.182852,-0.26916525,-1.9192821,-0.46688503,1.1290503,-0.80596,-1.6905806,-1.6859434,1.755931,-1.6775633,-1.683111,-1.6823009
-1.6197692,1.6773337,-1.8188,-1.059575,1.9213607,-1.0880958,-1.0873789,0.17367864,2.0706284,0.6200465,1.1027433,-0.79778236,1.3165601,-0.121031806,-2.0706284,-0.43950778,1.3294252,-0.81876063,-1.6334021,-1.6359586,1.708183,-1.6272535,-1.6328727,-1.63197
-1.6234809,1.6815023,-1.7741256,-1.0619401,1.9033158,-1.0892683,-1.2172227,0.02157168,2.0909808,0.6092292,1.3148799,-0.8096501,1.4028248,0.039182737,-2.0909808,-0.4034294,1.479646,-0.82903755,-1.576749,-1.5876892,1.657746,-1.5791863,-1.5845809,-1.5837692
-1.6271956,1.6848011,-1.728979,-1.0645088,1.8828337,-1.090403,-1.2856416,-0.14306355,2.1459448,0.5916922,1.4571699,-0.818545,1.4969305,0.102950335,-2.1459448,-0.40052214,1.6325704,-0.8348831,-1.5420866,-1.5404872,1.6067047,-1.5324358,-1.5375818,-1.5369197
-1.6309136,1.6877537,-1.6825569,-1.0670941,1.8598707,-1.0915161,-1.4191978,-0.20210865,2.1870394,0.5962888,1.6642135,-0.82567656,1.5902096,0.11184162,-2.1870394,-0.41693535,1.784695,-0.83799803,-1.4921812,-1.4863572,1.5586187,-1.4755496,-1.4821941,-1.4805044
-1.6346349,1.690658,-1.6351813,-1.0695866,1.8344396,-1.0926178,-1.4997574,-0.24444747,2.165091,0.5999519,1.8162175,-0.8292207,1.6264579,0.36828622,-2.165091,-0.34555256,1.8762269,-0.8497406,-1.4573779,-1.4445497,1.5079283,-1.4380841,-1.4422944,-1.4421626
-1.6383574,1.6921699,-1.588315,-1.0724822,1.8075235,-1.0936762,-1.4947879,-0.5522801,2.2184973,0.5547971,1.8702439,-0.8412282,1.7707117,0.612712,-2.2184973,-0.28523907,2.0511963,-0.8666276,-1.4022844,-1.3875748,1.4620636,-1.3739814,-1.3821281,-1.3793466
-1.642085,1.6923548,-1.5402095,-1.0757184,1.7777689,-1.0946723,-2.030423,-0.71681595,2.0379608,0.57111895,2.4555573,-0.87413,1.8108658,0.8341625,-2.0379608,-0.22849597,2.1561706,-0.87978643,-1.3744974,-1.3563702,1.4122494,-1.351908,-1.3549384,-1.3554565
-1.645814,1.6913373,-1.4962932,-1.079275,1.7463111,-1.0956199,-1.5094886,-0.96120304,2.1612613,0.5020842,2.0098367,-0.8600854,1.8908347,0.99532723,-2.1612613,-0.18788362,2.2475367,-0.8885772,-0.8771214,-1.3099644,1.3672978,-1.3054785,-1.3061665,-1.307061
-1.6495457,1.6894448,-1.4495158,-1.083061,1.7133709,-1.0965352,-2.7121584,-1.0541861,1.8898308,0.57407737,3.2026603,-0.920533,2.0338507,1.1588587,-1.8898308,-0.16249008,2.452069,-0.9074137,-1.1285479,-1.2713268,1.3296583,-1.2672122,-1.2691045,-1.2698778
-1.6532824,1.6866645,-1.4090366,-1.0869902,1.6771126,-1.097381,-1.4972708,-1.2630665,2.0055058,0.46673024,2.1130052,-0.8755251,1.7968392,-0.38854116,-2.0055058,-0.6667338,2.2671092,-0.81809974,-1.2086312,-1.2332017,1.2878633,-1.2274504,-1.2308472,-1.2308366
-1.6570109,1.6922855,-1.3658735,-1.0880722,1.643855,-1.098556,-1.9662213,5.1305223,1.9483773,1.5200076,2.5989254,-0.5829041,1.8078607,-2.8357959,-1.9483773,-1.5259588,2.3143,-0.6939806,-1.2156432,-1.2028911,1.2504214,-1.1971712,-1.2007211,-1.2006329
-1.6607397,1.7111937,-1.3240358,-1.0843023,1.6098318,-1.1001885,-1.5701149,0.39364308,1.699637,0.75499445,2.2430549,-0.78601015,1.6173706,0.37127528,-1.699637,-0.44370678,2.1442015,-0.8322469,-1.1965905,-1.1707246,1.2179437,-1.165059,-1.168624,-1.1684943
-1.664462,1.7126894,-1.28797,-1.0866437,1.5785682,-1.1013113,-1.5204264,-1.1615891,1.5902451,0.5024515,2.193128,-0.8558433,1.5545167,1.4461044,-1.5902451,-0.074642815,2.0841,-0.87813383,-1.1803893,-1.1486021,1.187123,-1.1440037,-1.1469965,-1.1471893
-1.6681819,1.7083495,-1.2544425,-1.091069,1.5482796,-1.102265,-1.472685,-1.7138878,1.5142273,0.41059762,2.1499197,-0.87890387,1.5193639,1.8434956,-1.5142273,0.061074138,2.055078,-0.8940634,-1.1622876,-1.1275306,1.1600189,-1.1226673,-1.1258101,-1.1258501
-1.6719007,1.701852,-1.222679,-1.0962608,1.518462,-1.10316,-1.4566736,-1.942411,1.1952394,0.37473854,2.1428657,-0.88832086,1.3991189,2.0198116,-1.1952394,0.12914422,1.9375035,-0.8945417,-1.1506344,-1.113203,1.1394833,-1.1095612,-1.1120415,-1.1124549
-1.6756153,1.6943971,-1.1983173,-1.1018369,1.4905517,-1.1040533,-1.318347,-2.0569701,1.1763076,0.3479497,1.995232,-0.885576,1.352081,2.114407,-1.1763076,0.16108426,1.8856109,-0.89512146,-1.140527,-1.1012706,1.121296,-1.0975088,-1.1000663,-1.1003716
-1.6793282,1.6864287,-1.1743948,-1.1075934,1.4634835,-1.1049445,-1.3239148,-2.1283185,0.85655046,0.3396419,1.9972308,-0.88850147,1.2275016,2.1744516,-0.85655046,0.18949512,1.7539511,-0.89013296,-1.1410319,-1.0994868,1.107338,-1.0969024,-1.0988332,-1.099488
-1.6830368,1.6781342,-1.1578922,-1.1135104,1.4385512,-1.1058539,-1.1667154,-2.1723104,0.7846528,0.32297072,1.8196155,-0.88196963,1.149501,2.211307,-0.7846528,0.20583795,1.6608846,-0.88669467,-1.1379256,-1.0949081,1.1014036,-1.0921948,-1.0942187,-1.094756
-1.6867427,1.6696396,-1.1430578,-1.1195196,1.4151287,-1.1067761,-1.1383388,-2.199841,0.45911846,0.318648,1.7726307,-0.8814927,1.0047139,2.2300482,-0.45911846,0.22394705,1.4971021,-0.87902546,-1.144803,-1.0994673,1.1009685,-1.0979697,-1.0993592,-1.1002527
-1.6904435,1.6610433,-1.1357771,-1.125631,1.3943635,-1.1077266,-0.9669713,-2.206689,0.38713664,0.3061544,1.5665499,-0.8729295,0.9140537,2.2308648,-0.38713664,0.23120849,1.380511,-0.8737094,-1.1555269,-1.1089395,1.1010858,-1.1072932,-1.1087985,-1.1095623
-1.6941411,1.6524426,-1.1301668,-1.1317835,1.3754897,-1.1086966,-0.9252649,-2.2002802,0.04528164,0.30558634,1.4939448,-0.87075424,0.75188905,2.2152228,-0.04528164,0.24145345,1.189351,-0.8640271,-1.1745931,-1.1254905,1.1086723,-1.1250104,-1.1259222,-1.1270195
-1.6978332,1.6439267,-1.132489,-1.1379938,1.3597174,-1.1097023,-0.7341241,-2.1735845,-0.03187632,0.29617247,1.2555519,-0.8601557,0.6466047,2.1824405,0.03187632,0.24102691,1.0478009,-0.85682046,-1.1933143,-1.1431009,1.1206541,-1.142486,-1.143517,-1.1444868
-1.7015215,1.635589,-1.1366014,-1.1442018,1.3462415,-1.1107346,-0.67964476,-2.1343398,-0.36557558,0.29894954,1.15736,-0.85624814,0.4771096,2.1336358,0.36557558,0.24306917,0.8392781,-0.8456688,-1.2225171,-1.1693625,1.1379025,-1.1698182,-1.1703225,-1.171589
-1.7052039,1.6275162,-1.1484572,-1.1504213,1.3361485,-1.111808,-0.48160282,-2.075545,-0.44930246,0.29320756,0.9006861,-0.8442844,0.36126694,2.0687253,0.44930246,0.23516008,0.6780501,-0.83687,-1.2491096,-1.1949112,1.1611574,-1.1952376,-1.1958684,-1.1970098
-1.7088823,1.6197957,-1.1622556,-1.156596,1.3286713,-1.1129138,-0.4138252,-2.005009,-0.7656189,0.29900822,0.77824557,-0.8387018,0.18877427,1.9885628,0.7656189,0.22918974,0.4581538,-0.8245728,-1.2888664,-1.2310668,1.1865898,-1.2323303,-1.2325219,-1.2339123
-1.7125547,1.6125106,-1.183394,-1.162737,1.3247616,-1.1140649,-0.21479194,-1.9162524,-0.850041,0.29702708,0.511482,-0.8257532,0.06686122,1.8938432,0.850041,0.214082,0.28365436,-0.8145337,-1.3240867,-1.2651932,1.21899,-1.266335,-1.2666578,-1.26793
-1.7162228,1.6057396,-1.2064914,-1.1687928,1.3236829,-1.1152531,-0.13695566,-1.8169154,-1.1384125,0.3057106,0.37049136,-0.8187611,-0.10276875,1.7851229,1.1384125,0.20034632,0.060374413,-0.8015386,-1.3701875,-1.306883,1.2550318,-1.3087857,-1.3087792,-1.3102415
-1.719885,1.599559,-1.2362801,-1.1747711,1.3262267,-1.1164892,0.05678619,-1.7013973,-1.2213268,0.3074955,0.10279701,-0.8052764,-0.22660598,1.6640109,1.2213268,0.1787128,-0.12152831,-0.7905909,-1.4152427,-1.3506397,1.2934148,-1.3524307,-1.3525579,-1.3539133
-1.7235428,1.594036,-1.2679927,-1.1806271,1.3317217,-1.1177655,0.14147186,-1.5768255,-1.4708257,0.31866658,-0.05204453,-0.7970969,-0.38644952,1.5305897,1.4708257,0.15778513,-0.34011328,-0.77735597,-1.4691031,-1.3993499,1.3360693,-1.4016953,-1.4016168,-1.4030969
-1.727195,1.5892372,-1.3054948,-1.1863649,1.3407629,-1.1190907,0.32175452,-1.438713,-1.5494057,0.32411394,-0.3107586,-0.7835697,-0.50744915,1.3873659,1.5494057,0.13047092,-0.5228755,-0.7658957,-1.5200162,-1.4485953,1.3819139,-1.4508373,-1.4508945,-1.4522823
-1.7308431,1.5852162,-1.3448203,-1.1919485,1.352769,-1.1204581,0.41057506,-1.2932855,-1.751392,0.33734182,-0.4740241,-0.7744977,-0.6522018,1.2339381,1.751392,0.10315939,-0.7290791,-0.7528916,-1.5771977,-1.5003821,1.4321327,-1.5029535,-1.5029329,-1.5043799
1.7257977,-1.9021444,1.96099,3.3082037,-2.097392,2.8445387,7.2602334,-0.57306397,0.23182581,-3.4960942,-0.05046402,3.1248214,-6.356401,0.5812367,-0.23182581,3.6843271,0.006749517,3.1213472,1.8972393,1.9686638,-1.9719708,1.9712199,1.9714266,1.9688387
1.7223537,-1.9017886,1.9629964,3.282552,-2.0939782,2.828844,6.855127,-0.5797241,0.06088858,-3.4762866,-0.052545972,3.106089,-6.064853,0.58660334,-0.06088858,3.6716518,-0.06106027,3.1070065,1.8893687,1.9592522,-1.9686457,1.9616418,1.9619131,1.959327
1.7188996,-1.901462,1.9610364,3.256972,-2.0894644,2.8132021,6.5118837,-0.57845116,0.020611335,-3.458534,-0.10294803,3.0902212,-5.756327,0.5818822,-0.020611335,3.6507173,-0.0982399,3.0906453,1.8820374,1.950168,-1.9617364,1.952513,1.9527807,1.9502441
1.7154347,-1.9011097,1.9581419,3.2315102,-2.0843472,2.7976205,6.159203,-0.5691365,-0.14929864,-3.4363754,-0.12118829,3.0723693,-5.5100646,0.57104367,0.14929864,3.6327088,-0.17861865,3.077109,1.8717535,1.9371365,-1.9522165,1.9393052,1.939634,1.9371248
1.7119613,-1.9006987,1.9513047,3.20615,-2.0779262,2.7820888,5.864253,-0.5520234,-0.19168197,-3.416154,-0.18543972,3.0572731,-5.2451024,0.5503952,0.19168197,3.6066105,-0.22835636,3.0615788,1.8606479,1.9230794,-1.9405575,1.9251864,1.9255122,1.9230751
1.7084786,-1.9001755,1.9434841,3.1809373,-2.070698,2.7666142,5.5579696,-0.5270409,-0.35457426,-3.3916168,-0.21766663,3.0402389,-5.0365,0.5238268,0.35457426,3.5830538,-0.3171733,3.0486267,1.8466703,1.9052594,-1.926564,1.9071859,1.9075669,1.9051819
