pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,vel_x,vel_y,vel_z,omg_x,omg_y,omg_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_ori_x,delta_ori_y,delta_ori_z,f_x_out,f_y_out,f_z_out,torque_x_out,torque_y_out,torque_z_out
-0.030947808,0.007259303,-0.1411967,-0.41377473,0.11895623,-0.3530456,0.015291932,0.58424073,-0.16215594,0.6597275,-0.2946941,-0.4595368,-0.049443558,-0.59307617,0.16215594,-0.8148295,-0.28547573,-0.45756337,-0.14762177,-0.15334591,0.14867978,-0.15395744,-0.15495914,-0.15347803
-0.034611844,0.013990879,-0.14833222,-0.41402042,0.12711097,-0.35554945,0.015141055,0.58645916,-0.1609677,0.6616674,-0.2943143,-0.46099135,-0.048827723,-0.59529006,0.1609677,-0.81713325,-0.28466937,-0.45904458,-0.15458414,-0.1606456,0.1554292,-0.16124785,-0.1622578,-0.16077524
-0.038275905,0.020734476,-0.15544017,-0.4142531,0.13525262,-0.35804784,0.014650384,0.5885835,-0.16068196,0.6636093,-0.29354078,-0.4624606,-0.048359275,-0.5974045,0.16068196,-0.8193669,-0.28406966,-0.46050525,-0.16147092,-0.16786522,0.16223635,-0.16846043,-0.1694774,-0.16799428
-0.041939978,0.027489552,-0.16254148,-0.41447318,0.14338455,-0.36054084,0.014265343,0.59061897,-0.1594187,0.66550034,-0.29307738,-0.46390414,-0.04749154,-0.5994345,0.1594187,-0.8215914,-0.28316677,-0.4619773,-0.16772291,-0.17445289,0.16962296,-0.17503852,-0.17606378,-0.17457941
-0.045604084,0.03425565,-0.1696135,-0.41468066,0.15150182,-0.3630284,0.01349236,0.5925637,-0.15911895,0.6673949,-0.29220116,-0.4653644,-0.046955604,-0.6013825,0.15911895,-0.8237477,-0.28248808,-0.4634304,-0.175056,-0.18211696,0.17590953,-0.18269524,-0.18372755,-0.18224283
-0.049268205,0.041032325,-0.17667854,-0.414876,0.15960808,-0.36551064,0.013223446,0.59444165,-0.15778287,0.66924214,-0.2916587,-0.46680078,-0.046200726,-0.6032501,0.15778287,-0.8259001,-0.28149137,-0.46489662,-0.17898957,-0.18638407,0.18553752,-0.18695244,-0.18799306,-0.1865073
-0.052932356,0.047819138,-0.18371259,-0.41505918,0.16769817,-0.36798745,0.012615923,0.59622085,-0.15745609,0.67109424,-0.2906813,-0.46825433,-0.045732904,-0.6050211,0.15745609,-0.8279805,-0.28072998,-0.46634153,-0.18733549,-0.19505878,0.190733,-0.19561952,-0.19666721,-0.1951813
-0.05659652,0.05461557,-0.19073905,-0.4152306,0.17577593,-0.37045893,0.012346698,0.5979187,-0.15604909,0.6728947,-0.29005605,-0.46968114,-0.04493662,-0.6067065,0.15604909,-0.8300561,-0.2796391,-0.46779972,-0.1930397,-0.2010942,0.19850929,-0.2016447,-0.20270075,-0.20121397
-0.060260717,0.06142115,-0.19773287,-0.4153903,0.18383597,-0.37292504,0.011684276,0.59951884,-0.15570378,0.6747011,-0.28897816,-0.4711266,-0.044333845,-0.60828984,0.15570378,-0.83205545,-0.27879885,-0.46923536,-0.20039897,-0.20877929,0.20460959,-0.2093222,-0.21038517,-0.20889854
-0.06392493,0.06823533,-0.20471866,-0.41553873,0.19188239,-0.37538585,0.011184542,0.6010294,-0.15422367,0.67645186,-0.28827393,-0.47254333,-0.04328817,-0.6097874,0.15422367,-0.8340497,-0.27761468,-0.4706854,-0.20752211,-0.21623157,0.2108813,-0.21676396,-0.2178353,-0.21634802
-0.06758918,0.07505763,-0.21167013,-0.41567588,0.19990958,-0.37784132,0.0102410745,0.60244596,-0.15386368,0.6782104,-0.28709558,-0.47398078,-0.042618588,-0.6112003,0.15386368,-0.83597004,-0.27669683,-0.47211453,-0.21344219,-0.22247519,0.21833394,-0.22299969,-0.22407797,-0.22259104
-0.071253456,0.08188762,-0.21861324,-0.41580218,0.20792189,-0.38029155,0.009857889,0.60379535,-0.15230164,0.6799171,-0.28631335,-0.4753915,-0.041682586,-0.6125316,0.15230164,-0.8378909,-0.27541596,-0.4735601,-0.22078323,-0.23014273,0.22429861,-0.23065642,-0.23174311,-0.23025571
-0.07491776,0.08872482,-0.22552009,-0.41591766,0.21591343,-0.3827364,0.009076781,0.6050425,-0.15191567,0.6816331,-0.28503054,-0.47682363,-0.041080594,-0.6137632,0.15191567,-0.83973354,-0.27441478,-0.4749823,-0.2264812,-0.23616157,0.2318832,-0.2366671,-0.23776074,-0.23627388
-0.07858209,0.09556872,-0.232418,-0.41602272,0.22388871,-0.38517606,0.008693625,0.60620755,-0.1503006,0.6832926,-0.28416583,-0.47822598,-0.04011065,-0.6149086,0.1503006,-0.84157515,-0.2730475,-0.47642055,-0.23130511,-0.24131733,0.24026382,-0.24181181,-0.2429138,-0.2414267
-0.08224645,0.10241883,-0.23927842,-0.41611737,0.23184182,-0.3876104,0.007864221,0.60727215,-0.14989468,0.68496203,-0.2827907,-0.47965068,-0.039375994,-0.61594915,0.14989468,-0.8433349,-0.27197087,-0.47783434,-0.23934802,-0.24968013,0.245407,-0.25016654,-0.2512753,-0.24978904
-0.08591084,0.109274596,-0.24612944,-0.4162021,0.23977745,-0.39003953,0.007251087,0.6082469,-0.14819811,0.6865715,-0.28184873,-0.48104396,-0.038154084,-0.61692786,0.14819811,-0.84510195,-0.27050844,-0.47926453,-0.24516861,-0.25582227,0.25270155,-0.25629732,-0.2574145,-0.25592816
-0.089575276,0.11613567,-0.25294107,-0.41627684,0.24768937,-0.3924634,0.006138128,0.6092195,-0.14777565,0.68820786,-0.28037077,-0.48245746,-0.037351225,-0.6178564,0.14777565,-0.84680223,-0.2693529,-0.48067018,-0.25269198,-0.26366055,0.25826833,-0.26412722,-0.2652512,-0.26376587
-0.09323973,0.12300179,-0.25974292,-0.416342,0.25558254,-0.39488205,0.00564101,0.6100564,-0.14602591,0.6897775,-0.27935034,-0.48384458,-0.036250588,-0.6186568,0.14602591,-0.8484906,-0.2678059,-0.48209658,-0.2568228,-0.26810923,0.26715228,-0.26856422,-0.26969668,-0.26821142
-0.096904226,0.12987225,-0.26650414,-0.4163976,0.2634506,-0.39729548,0.0047010924,0.6107647,-0.14557172,0.69135594,-0.277781,-0.48525745,-0.035517514,-0.6193415,0.14557172,-0.85009176,-0.266571,-0.48349896,-0.26625344,-0.27785143,0.27071008,-0.27829778,-0.27943704,-0.27795303
-0.10056875,0.13674644,-0.27325484,-0.41644418,0.27129862,-0.3997037,0.004203497,0.6113883,-0.14374243,0.6928739,-0.27667922,-0.48663852,-0.034372874,-0.6199358,0.14374243,-0.8516946,-0.26492825,-0.48492065,-0.27082682,-0.28273913,0.2790471,-0.28317365,-0.28432134,-0.2828376
-0.10423332,0.14362384,-0.2799631,-0.4164817,0.27912,-0.40210673,0.0032062756,0.6119032,-0.14328495,0.6944051,-0.2750076,-0.4880461,-0.0335107,-0.62042135,0.14328495,-0.85320914,-0.26362103,-0.48631588,-0.27661818,-0.2888387,0.2861389,-0.2892645,-0.2904189,-0.28893661
-0.10789791,0.15050389,-0.28666073,-0.41651067,0.2869202,-0.4045046,0.0024843793,0.61233133,-0.14138977,0.69587183,-0.27383485,-0.48941904,-0.03221127,-0.6208277,0.14138977,-0.8547288,-0.26189214,-0.48773214,-0.28345212,-0.29598403,0.29210693,-0.2963976,-0.29756048,-0.29607862
-0.11156254,0.15738614,-0.2933144,-0.41653106,0.2946923,-0.40689725,0.0013964046,0.6126664,-0.1409195,0.6973568,-0.2720683,-0.4908219,-0.031291697,-0.6211311,0.1409195,-0.8561607,-0.26051235,-0.4891221,-0.29053965,-0.30337572,0.29779336,-0.30378062,-0.30495006,-0.30346993
-0.115227215,0.16427003,-0.29995716,-0.41654333,0.30244204,-0.40928477,0.00063658215,0.6129144,-0.13894941,0.6987761,-0.27082244,-0.49218893,-0.029845435,-0.6213469,0.13894941,-0.85759765,-0.2586937,-0.49053317,-0.297207,-0.31035116,0.303816,-0.31074363,-0.3119216,-0.31044206
-0.11889193,0.17115511,-0.30655417,-0.41654754,0.31016228,-0.41166708,-0.0006916885,0.61305714,-0.13844985,0.70021266,-0.2689581,-0.4935859,-0.028875697,-0.6214712,0.13844985,-0.8589481,-0.25723302,-0.4919191,-0.30179623,-0.3152412,0.31188792,-0.31562474,-0.31680924,-0.3153316
-0.12255669,0.17804085,-0.31313962,-0.41654408,0.31785882,-0.41404432,-0.0013307809,0.61313593,-0.13643762,0.70158786,-0.26763093,-0.49494943,-0.027558677,-0.62151355,0.13643762,-0.8603071,-0.25533417,-0.49332702,-0.30624112,-0.31999063,0.3200175,-0.3203615,-0.3215545,-0.32007763
-0.1262215,0.18492682,-0.31967837,-0.41653296,0.32552454,-0.41641635,-0.0024802205,0.61310345,-0.13592091,0.70298034,-0.26568103,-0.49634242,-0.026667265,-0.62145174,0.13592091,-0.8615764,-0.25380343,-0.49470758,-0.3143993,-0.3284459,0.3244039,-0.32880762,-0.33000717,-0.32853237
-0.12988631,0.19181246,-0.32620513,-0.4165147,0.33316544,-0.41878328,-0.0031134128,0.6129941,-0.13382581,0.7043076,-0.26428145,-0.4976994,-0.025307968,-0.6213039,0.13382581,-0.86285454,-0.25181258,-0.496111,-0.3206526,-0.33499986,0.33060646,-0.33534867,-0.3365567,-0.33508283
-0.1335512,0.1986973,-0.33268327,-0.41648918,0.34077403,-0.42114502,-0.0043202913,0.6127746,-0.13329469,0.70565414,-0.26223132,-0.49908796,-0.024283603,-0.6210465,0.13329469,-0.8640382,-0.25020722,-0.49748564,-0.32542315,-0.34006307,0.3382613,-0.34040284,-0.34161723,-0.34014568
-0.13721612,0.20558074,-0.3391491,-0.416457,0.34835657,-0.42350173,-0.0051810946,0.61247015,-0.13115878,0.7069309,-0.26075846,-0.5004382,-0.022689998,-0.62070316,0.13115878,-0.8652293,-0.24814095,-0.49888343,-0.3322943,-0.3472313,0.34372336,-0.34755796,-0.34878084,-0.34731036
-0.14088109,0.2124623,-0.34556535,-0.4164181,0.35590562,-0.42585328,-0.0066560176,0.6120605,-0.13060685,0.7082279,-0.25862607,-0.5018214,-0.021602644,-0.6202691,0.13060685,-0.86633,-0.24646579,-0.50025475,-0.33926022,-0.3544861,0.34905913,-0.35480353,-0.35603276,-0.35456482
-0.14454609,0.21934153,-0.3519688,-0.41637298,0.36342746,-0.42819977,-0.0073995506,0.6115892,-0.12839037,0.7094604,-0.25708014,-0.503169,-0.020121295,-0.6197537,0.12839037,-0.86744404,-0.24430852,-0.5016512,-0.34432387,-0.35984278,0.3562032,-0.36014688,-0.36138454,-0.35991782
-0.14821115,0.22621794,-0.3583208,-0.41632155,0.3709143,-0.4305411,-0.008709925,0.61100435,-0.12782568,0.7107147,-0.25484905,-0.5045501,-0.019109024,-0.61913306,0.12782568,-0.8684631,-0.24256055,-0.5030185,-0.3502239,-0.3660276,0.3624786,-0.36632225,-0.36756626,-0.3661022
-0.15187626,0.233091,-0.36465973,-0.41626438,0.37837282,-0.43287742,-0.009446516,0.6103438,-0.12556797,0.71189934,-0.25323176,-0.5058922,-0.017602483,-0.618427,0.12556797,-0.8694937,-0.24032915,-0.5044105,-0.35654774,-0.37264022,0.36823404,-0.37292132,-0.37417376,-0.3727111
-0.15554139,0.23996021,-0.37094626,-0.41620138,0.3857951,-0.4352086,-0.010798733,0.6095722,-0.124982774,0.7131065,-0.25091958,-0.5072688,-0.016461443,-0.61761105,0.124982774,-0.8704263,-0.2385133,-0.50577235,-0.36218646,-0.37855887,0.37464136,-0.37883067,-0.38008928,-0.37862948
-0.15920658,0.246825,-0.3772192,-0.41613314,0.39318794,-0.43753475,-0.011762693,0.60871744,-0.12266644,0.7142408,-0.24923183,-0.508605,-0.014714836,-0.6167102,0.12266644,-0.8713702,-0.23620223,-0.5071599,-0.36826426,-0.38492143,0.38051045,-0.38517952,-0.38644654,-0.38498828
-0.16287184,0.2536849,-0.3834384,-0.41605955,0.40054327,-0.43985578,-0.013387976,0.6077559,-0.122058116,0.71539915,-0.24683274,-0.50997746,-0.01350856,-0.61571777,0.122058116,-0.8722197,-0.2343146,-0.50851953,-0.37424847,-0.39118138,0.38643947,-0.39142996,-0.3927031,-0.3912479
-0.16653712,0.2605394,-0.3896435,-0.41598117,0.40786797,-0.4421718,-0.014235085,0.60673416,-0.11968642,0.71648955,-0.24507171,-0.51131195,-0.011884546,-0.6146448,0.11968642,-0.873085,-0.23192355,-0.5099062,-0.37900585,-0.39621907,0.3934939,-0.39645377,-0.39773527,-0.39628175
-0.17020246,0.26738808,-0.39579356,-0.4158979,0.4151539,-0.44448274,-0.015685989,0.60559803,-0.11907428,0.7176047,-0.2425862,-0.5126826,-0.010761333,-0.61346674,0.11907428,-0.87385184,-0.22997317,-0.51126206,-0.38400516,-0.4014896,0.40027216,-0.40171462,-0.4030022,-0.4015519
-0.17386785,0.27423036,-0.40192938,-0.4158103,0.4224082,-0.44678867,-0.016520891,0.60438854,-0.11663514,0.7186471,-0.24076204,-0.51401216,-0.009104664,-0.6122044,0.11663514,-0.8746346,-0.22750223,-0.51264536,-0.39145127,-0.40921134,0.40450007,-0.40942228,-0.41071826,-0.40926972
-0.1775333,0.2810658,-0.40800864,-0.4157183,0.42962238,-0.44908947,-0.018021585,0.6030665,-0.116016015,0.71971613,-0.23818776,-0.51537967,-0.007855938,-0.6108319,0.116016015,-0.87531453,-0.22548765,-0.51399666,-0.3957015,-0.41372752,0.41188902,-0.413929,-0.41523084,-0.41378576
-0.18119879,0.28789377,-0.41407353,-0.4156224,0.43680388,-0.45138532,-0.01907835,0.6016636,-0.11352565,0.72070813,-0.2362999,-0.5167038,-0.005964542,-0.6093757,0.11352565,-0.8760097,-0.22294359,-0.51537603,-0.4015695,-0.41986674,0.41755414,-0.42005396,-0.42136416,-0.419921
-0.18486434,0.29471385,-0.4200806,-0.41552263,0.44394413,-0.45367607,-0.02084839,0.6001527,-0.112888254,0.7217283,-0.23364446,-0.5180678,-0.0046548275,-0.60782796,0.112888254,-0.87660587,-0.22086309,-0.5167256,-0.4078564,-0.4264151,0.42276457,-0.42659268,-0.42790872,-0.42646912
-0.18852994,0.30152553,-0.42607293,-0.4154195,0.4510506,-0.45596185,-0.021784898,0.5985843,-0.11035406,0.72267663,-0.23168883,-0.5193909,-0.0028928155,-0.6062016,0.11035406,-0.8772221,-0.2182476,-0.51810443,-0.41486695,-0.43369195,0.42714363,-0.43385515,-0.43517947,-0.43374196
-0.19219561,0.30832836,-0.43200642,-0.41531286,0.45811465,-0.45824257,-0.023374787,0.5969012,-0.10969261,0.7236537,-0.22895542,-0.52075344,-0.0016610818,-0.6044704,0.10969261,-0.87773657,-0.21610099,-0.5194513,-0.4192024,-0.43828398,0.43416095,-0.43843734,-0.43976748,-0.43833366
-0.19586131,0.3151218,-0.43792456,-0.41520333,0.46514386,-0.4605183,-0.024304831,0.5951468,-0.10711202,0.724555,-0.22693165,-0.52207273,0.00012637985,-0.60265636,0.10711202,-0.8782695,-0.21341373,-0.52082723,-0.42272472,-0.4420676,0.4418817,-0.44220644,-0.44354483,-0.4421132
-0.19952707,0.3219054,-0.44378284,-0.41509077,0.4721295,-0.46278897,-0.025935972,0.5932797,-0.106428735,0.72548574,-0.22412027,-0.52343243,0.001485923,-0.6007327,0.106428735,-0.87869745,-0.21120223,-0.5221704,-0.42930812,-0.44890177,0.44650468,-0.44903105,-0.45037505,-0.44894728
-0.20319289,0.32867855,-0.44962525,-0.41497582,0.47907925,-0.4650547,-0.02709184,0.59133375,-0.103801295,0.7263374,-0.22202992,-0.5247474,0.0035068914,-0.5987265,0.103801295,-0.8791427,-0.20844394,-0.5235431,-0.4358344,-0.4556846,0.45107213,-0.45579922,-0.45715144,-0.45572597
-0.20685877,0.33544078,-0.45540673,-0.41485834,0.48598424,-0.46731535,-0.028989846,0.58927953,-0.10312724,0.7272195,-0.21914111,-0.5261042,0.0049149343,-0.5966298,0.10312724,-0.87948596,-0.20618048,-0.5248846,-0.4410664,-0.46116254,0.45689648,-0.4612674,-0.46262518,-0.46120375
-0.21052471,0.34219167,-0.46117252,-0.41473892,0.4928525,-0.46957105,-0.03001404,0.5871708,-0.10043215,0.7280271,-0.21699782,-0.5274181,0.0068109464,-0.59445614,0.10043215,-0.87985325,-0.2033486,-0.5262577,-0.44421622,-0.46456352,0.4646894,-0.46465367,-0.4660196,-0.46460056
-0.2141907,0.34893072,-0.4668758,-0.41461742,0.49967483,-0.4718217,-0.03173869,0.58494675,-0.09974084,0.7288673,-0.21402542,-0.5287747,0.008139693,-0.5921782,0.09974084,-0.8801149,-0.20102128,-0.5275972,-0.45120943,-0.4717975,0.4686004,-0.47187772,-0.4732492,-0.47183427
-0.21785675,0.35565743,-0.47256303,-0.41449445,0.5064594,-0.47406742,-0.032752912,0.58265436,-0.097030126,0.72962815,-0.21181887,-0.5300853,0.010047046,-0.5898198,0.097030126,-0.8803979,-0.19813338,-0.5289672,-0.45667502,-0.4775137,0.47391874,-0.47757915,-0.47895864,-0.47754627
-0.22152287,0.36237133,-0.47818735,-0.4143699,0.5131971,-0.47630808,-0.034506205,0.5802499,-0.096302524,0.7304217,-0.20878494,-0.53143895,0.011503673,-0.5873531,0.096302524,-0.88057375,-0.19574383,-0.5303036,-0.4628652,-0.48393986,0.4784775,-0.48399568,-0.48538047,-0.48397243
-0.22518903,0.36907184,-0.4837948,-0.41424435,0.5198961,-0.47854382,-0.03574911,0.5777695,-0.093541086,0.7311338,-0.20651118,-0.532746,0.013645835,-0.58486056,0.093541086,-0.8807881,-0.19278513,-0.53166866,-0.46525362,-0.4865682,0.48672238,-0.4866091,-0.48800194,-0.48659652
-0.22885527,0.3757588,-0.4893382,-0.41411757,0.526547,-0.48077452,-0.037769247,0.5752348,-0.092831254,0.73188806,-0.20340124,-0.53409487,0.015146895,-0.5822577,0.092831254,-0.8808911,-0.190349,-0.53300214,-0.47135106,-0.4928948,0.4912184,-0.49292588,-0.494324,-0.492923
-0.23252156,0.38243163,-0.4948651,-0.41399023,0.5331585,-0.48300034,-0.038876124,0.57260865,-0.090023324,0.73255885,-0.20108098,-0.5354007,0.017153174,-0.5795432,0.090023324,-0.881008,-0.18732965,-0.5343702,-0.47688633,-0.49866384,0.49615833,-0.49867994,-0.500086,-0.4986877
-0.23618792,0.38908973,-0.5003268,-0.41386223,0.5397209,-0.4852211,-0.040713415,0.569846,-0.08927345,0.7332613,-0.19790055,-0.53675234,0.018579464,-0.5767225,0.08927345,-0.881017,-0.18482754,-0.5357046,-0.48279697,-0.5047979,0.5006823,-0.5048041,-0.5062154,-0.5048216
-0.23985434,0.39573252,-0.50577116,-0.41373417,0.5462428,-0.48743692,-0.041816507,0.5670219,-0.08643738,0.7338837,-0.19551224,-0.53805685,0.020603327,-0.5738149,0.08643738,-0.881047,-0.18174677,-0.53707135,-0.48651055,-0.50873935,0.5072838,-0.5087305,-0.5101497,-0.5087587
-0.24352081,0.40235952,-0.5111497,-0.41360593,0.55271465,-0.48964772,-0.04368619,0.5640767,-0.085691504,0.7345396,-0.1922667,-0.5394068,0.022142332,-0.57080567,0.085691504,-0.8809681,-0.17919852,-0.53840256,-0.49315032,-0.51559615,0.5109182,-0.5155776,-0.5170018,-0.51561546
-0.24718735,0.40897018,-0.5165109,-0.41347814,0.55914515,-0.4918536,-0.0450023,0.5610674,-0.08281482,0.7351125,-0.18983048,-0.5407075,0.024390368,-0.5677132,0.08281482,-0.88091075,-0.17606065,-0.5397668,-0.4970721,-0.51974034,0.5171484,-0.51970667,-0.5211388,-0.5197553
-0.25085396,0.41556406,-0.5218054,-0.41335067,0.56552476,-0.49405447,-0.047132574,0.55794334,-0.08205632,0.7357208,-0.18651937,-0.5420554,0.025982093,-0.56453925,0.08205632,-0.8807494,-0.17346013,-0.54109776,-0.5015679,-0.52444744,0.5227634,-0.5244041,-0.5258411,-0.5244624
-0.25452062,0.4221407,-0.52708226,-0.41322413,0.5718622,-0.49625042,-0.048321404,0.5547796,-0.079127684,0.7362517,-0.18402886,-0.5433567,0.028098732,-0.5612876,0.079127684,-0.88061535,-0.17025775,-0.54246336,-0.50746757,-0.5305635,0.5268519,-0.53050494,-0.53194976,-0.530574
-0.25818738,0.42869967,-0.53229123,-0.41309834,0.5781477,-0.49844134,-0.050270285,0.5514939,-0.078369826,0.7368192,-0.1806462,-0.5447053,0.029599568,-0.55794114,0.078369826,-0.88037336,-0.16760851,-0.5437929,-0.5127038,-0.53600514,0.5315617,-0.5359368,-0.5373865,-0.5360155
-0.26185417,0.43524048,-0.53748256,-0.4129739,0.58439016,-0.50062734,-0.051439323,0.5481554,-0.075431444,0.73730433,-0.17810757,-0.5460039,0.031719554,-0.5545139,0.075431444,-0.88015634,-0.16436236,-0.54515606,-0.5151578,-0.53866947,0.5389293,-0.53858584,-0.5400433,-0.53867537
-0.26552102,0.4417627,-0.5426057,-0.4128507,0.59058,-0.50280833,-0.053410932,0.5446991,-0.07463747,0.73782647,-0.1746745,-0.5473502,0.0333439,-0.5509885,0.07463747,-0.87983036,-0.16165926,-0.54648334,-0.5212973,-0.5450076,0.54256946,-0.5449144,-0.5463765,-0.5450136
-0.26918796,0.44826576,-0.5477104,-0.41272935,0.596726,-0.50498444,-0.054805,0.5411822,-0.071651906,0.7382643,-0.17207687,-0.5486463,0.035694,-0.5473824,0.071651906,-0.87952834,-0.1583506,-0.54784495,-0.5258596,-0.54977435,0.5476609,-0.549666,-0.5511357,-0.54977584
-0.27285495,0.45474926,-0.5527459,-0.4126097,0.6028183,-0.50715554,-0.05703906,0.5375516,-0.07087868,0.73874,-0.16857654,-0.54999137,0.037358183,-0.54369706,0.07087868,-0.8791198,-0.15560906,-0.5491719,-0.53107494,-0.55518246,0.5520566,-0.5550645,-0.5565388,-0.555184
-0.27652204,0.46121272,-0.5577634,-0.41249236,0.6088661,-0.50932175,-0.05829271,0.5338855,-0.067868926,0.7391359,-0.16594106,-0.5512878,0.039560027,-0.53993756,0.067868926,-0.87874085,-0.15225586,-0.5505342,-0.5356741,-0.55997974,0.5569417,-0.55984646,-0.56132835,-0.55997676
-0.2801892,0.46765578,-0.56271106,-0.41237715,0.6148595,-0.5114829,-0.060332496,0.5301001,-0.06705706,0.73957086,-0.16238734,-0.55263305,0.041142683,-0.53608644,0.06705706,-0.87825453,-0.14945954,-0.5518607,-0.53977984,-0.564272,0.56227714,-0.5641291,-0.56561553,-0.564269
-0.28385636,0.47407794,-0.5676399,-0.4122647,0.6208076,-0.5136392,-0.06157792,0.5262652,-0.064027846,0.73992306,-0.15969348,-0.55392796,0.04335475,-0.5321571,0.064027846,-0.877795,-0.14605646,-0.5532216,-0.5439773,-0.5686769,0.5673773,-0.5685189,-0.5700126,-0.5686694
-0.28752366,0.48047876,-0.57249844,-0.41215482,0.6267004,-0.51579046,-0.06364322,0.52231383,-0.063225046,0.74031395,-0.15608677,-0.55527186,0.045043584,-0.5281321,0.063225046,-0.877224,-0.14322473,-0.5545453,-0.54949194,-0.5743759,0.571128,-0.5742087,-0.5757066,-0.57436866
-0.29119098,0.48685774,-0.57733834,-0.4120482,0.6325473,-0.5179368,-0.065096036,0.5183067,-0.06015601,0.74061847,-0.15335572,-0.5565636,0.047475383,-0.5241253,0.06015601,-0.87671155,-0.13977298,-0.55589986,-0.5524513,-0.5775244,0.5773058,-0.5773419,-0.5788472,-0.5775125
-0.2948584,0.49321496,-0.582107,-0.41194445,0.6383382,-0.52007824,-0.06741818,0.51436025,-0.059342954,0.7409909,-0.14969182,-0.5578979,0.049212646,-0.52006036,0.059342954,-0.87609947,-0.136897,-0.55721855,-0.55732346,-0.5825708,0.5815302,-0.58237904,-0.58388853,-0.5825591
-0.29852587,0.4995501,-0.58685684,-0.41184413,0.6440825,-0.5222148,-0.06873943,0.51025987,-0.05625628,0.7412637,-0.14691523,-0.5591884,0.05158456,-0.5158505,0.05625628,-0.87549406,-0.13340232,-0.5585756,-0.5621918,-0.5876205,0.58562666,-0.5874135,-0.5889303,-0.58760417
-0.30219343,0.50586236,-0.5915351,-0.41174728,0.64977,-0.52434635,-0.07105057,0.50601584,-0.05544511,0.7415716,-0.1432032,-0.5605285,0.05331731,-0.5115337,0.05544511,-0.8747716,-0.13049163,-0.5598973,-0.56551456,-0.59111094,0.59122634,-0.5908947,-0.5924156,-0.5910948
-0.30586106,0.51215124,-0.59619445,-0.41165447,0.65541035,-0.526473,-0.072376676,0.5017169,-0.052323237,0.74179417,-0.14038968,-0.5618196,0.055620942,-0.50714517,0.052323237,-0.8740808,-0.12695132,-0.561256,-0.5701348,-0.5959058,0.59539634,-0.59567434,-0.5972024,-0.595885
-0.30952877,0.5184162,-0.6007814,-0.41156557,0.6609932,-0.5285947,-0.07452626,0.4973147,-0.05149389,0.74206096,-0.13662441,-0.56316125,0.05728032,-0.50266397,0.05149389,-0.87327886,-0.123996384,-0.5625779,-0.57387644,-0.5998085,0.6004023,-0.5995678,-0.60109985,-0.5997878
-0.31319654,0.52465695,-0.6053491,-0.41148123,0.66652817,-0.5307114,-0.0758417,0.492853,-0.04837458,0.74224013,-0.1337655,-0.5644512,0.059584577,-0.49811283,0.04837458,-0.8725076,-0.12042293,-0.56393516,-0.579506,-0.60560584,0.60338753,-0.60534996,-0.6068891,-0.60558045
-0.31686437,0.53087294,-0.60984445,-0.4114012,0.6720051,-0.5328232,-0.07800755,0.48829365,-0.04753885,0.7424634,-0.12996347,-0.5657914,0.061351594,-0.4934672,0.04753885,-0.8716237,-0.11743597,-0.5652548,-0.5841468,-0.61040044,0.6073187,-0.6101356,-0.61167854,-0.61037534
-0.32053226,0.5370637,-0.61432034,-0.4113262,0.6774336,-0.5349301,-0.079533406,0.48366883,-0.0443905,0.74259675,-0.12706836,-0.56707895,0.06387089,-0.4887531,0.0443905,-0.87077004,-0.113821745,-0.56661046,-0.58727825,-0.6136931,0.6126249,-0.6134133,-0.6149632,-0.61366343
-0.32420027,0.54322886,-0.6187232,-0.411256,0.6828035,-0.53703207,-0.08195007,0.47895187,-0.0435525,0.7427755,-0.12321925,-0.5684181,0.06567989,-0.48396417,0.0435525,-0.8698086,-0.1108004,-0.5679308,-0.592162,-0.61872417,0.6161357,-0.6184353,-0.61998904,-0.6186947
-0.3278683,0.549368,-0.62310666,-0.41119123,0.68812436,-0.5391291,-0.08333905,0.47419363,-0.040383827,0.74287015,-0.120288335,-0.5697071,0.06804826,-0.47911274,0.040383827,-0.8688825,-0.107148774,-0.569288,-0.5937497,-0.6204662,0.62280846,-0.6201623,-0.6217229,-0.620432
-0.33153644,0.55548084,-0.62741655,-0.41113168,0.69338596,-0.54122114,-0.0855566,0.46933758,-0.039538387,0.74301076,-0.116395995,-0.5710472,0.06975962,-0.47417408,0.039538387,-0.867846,-0.104093656,-0.5706078,-0.6000228,-0.6268798,0.6247522,-0.62656695,-0.62813115,-0.6268458
-0.33520466,0.5615668,-0.63170683,-0.411078,0.698598,-0.5433084,-0.086922,0.46442714,-0.036369387,0.74306345,-0.11342968,-0.57233465,0.072122544,-0.4691699,0.036369387,-0.86684245,-0.100414164,-0.57196337,-0.60445666,-0.63146085,0.6284006,-0.6311331,-0.6327041,-0.63142216
-0.33887294,0.5676257,-0.63592356,-0.41103,0.7037504,-0.54539055,-0.08915291,0.4594228,-0.035508018,0.74316216,-0.10950496,-0.57367337,0.07394278,-0.46407518,0.035508018,-0.86572695,-0.0973271,-0.5732813,-0.6074991,-0.6346363,0.6333971,-0.6342999,-0.6358743,-0.63459796
-0.34254128,0.57365686,-0.6401203,-0.41098827,0.70885265,-0.5474679,-0.09072995,0.45435715,-0.032324087,0.74317056,-0.10650265,-0.5749588,0.0765145,-0.45891607,0.032324087,-0.8646426,-0.093614586,-0.5746352,-0.6118309,-0.63910854,0.6369684,-0.63875735,-0.64033836,-0.6390655
