pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,vel_x,vel_y,vel_z,omg_x,omg_y,omg_z,delta_x,delta_y,delta_z,f_x,f_y,f_z,f_x_out,f_y_out,f_z_out
0.77240807,1.050468,1.9493868,-1.0696269,-2.2206006,-1.0209394,-0.98488545,1.3480788,-0.056517772,0.5830062,-0.4338857,-0.37076464,0.9693854,-1.3635153,0.11710043,-0.9050086,1.1738474,-1.8504969,-0.9078642,1.1711009,-1.8501245
0.78297573,1.0640625,1.9614073,-1.0576063,-2.2064688,-1.0078233,-0.97541255,1.3581797,-0.035155185,0.58926886,-0.43113333,-0.35675082,0.98395324,-1.3495753,0.11867787,-0.89531505,1.184026,-1.8367137,-0.8981642,1.1812772,-1.8363436
0.7761954,1.0603111,1.9560848,-1.0629286,-2.209651,-1.0120504,-0.9832734,1.3509333,-0.031371556,0.5782066,-0.4456347,-0.3601424,0.98116934,-1.3529737,0.10316232,-0.9029576,1.1768584,-1.8402759,-0.9058,1.1741077,-1.8399068
0.77937317,1.0665197,1.9607253,-1.058288,-2.202843,-1.0064361,-0.9811626,1.3536453,-0.017875418,0.57712597,-0.45008424,-0.3536324,0.9883394,-1.3464048,0.09787514,-0.9006302,1.179651,-1.8338763,-0.90346617,1.1768979,-1.83351
0.77271646,1.062896,1.9555362,-1.0634769,-2.2058363,-1.0105298,-0.98887223,1.3465234,-0.014437359,0.5662345,-0.46427348,-0.3570119,0.9856712,-1.3496611,0.08300046,-0.9081255,1.1726108,-1.8373091,-0.9109549,1.1698555,-1.8369443
0.7761772,1.0693918,1.9549567,-1.0585432,-2.1986797,-1.0046225,-0.98645073,1.3495195,-0.0011230992,0.5654835,-0.46825063,-0.350328,0.9931164,-1.3427901,0.07850922,-0.9054917,1.17569,-1.830621,-0.9083149,1.1729324,-1.8302592
0.77106875,1.0673202,1.9513255,-1.0621743,-2.2000606,-1.0071582,-0.9925845,1.3439465,0.0034008878,0.5561849,-0.48070103,-0.3522665,0.99198824,-1.3444793,0.065692425,-0.91141564,1.1702012,-1.8325006,-0.914232,1.1674422,-1.8321397
0.76607156,1.065362,1.9478108,-1.065689,-2.2012985,-1.0096992,-0.99859333,1.3384852,0.007803824,0.54702145,-0.492945,-0.35414535,0.99096733,-1.3460476,0.05324348,-0.9172165,1.1648265,-1.8342649,-0.9200267,1.1620647,-1.8339074
0.76861537,1.0709467,1.9518418,-1.0616577,-2.1949635,-1.0046943,-0.9970471,1.3405653,0.019534746,0.5454205,-0.49755123,-0.34853402,0.99748343,-1.3400656,0.048571292,-0.9154649,1.1669939,-1.8284869,-0.9182685,1.1642303,-1.8281302
0.7819855,1.0873594,1.966704,-1.0467954,-2.177771,-0.98873675,-0.984661,1.3534718,0.04185711,0.55466837,-0.4912354,-0.33214614,1.0148218,-1.3232478,0.054984406,-0.9028751,1.1799898,-1.8118788,-0.9056725,1.1772242,-1.8115252
0.764713,1.0731317,1.9454154,-1.0625708,-2.1911905,-1.0035385,-1.0029036,1.3357362,0.033330154,0.53329647,-0.5154653,-0.34644926,1.0015132,-1.3370632,0.030983582,-0.92091674,1.1623448,-1.8259115,-0.92370754,1.1595773,-1.8255593
0.76677126,1.0782363,1.9489753,-1.0590107,-2.1852486,-0.99900484,-1.0018017,1.3373313,0.043903433,0.5312777,-0.52026814,-0.34146914,1.0075313,-1.3315386,0.026568243,-0.9196159,1.1640326,-1.8206103,-0.92240053,1.161263,-1.820261
0.76317894,1.0776924,1.9468895,-1.0610964,-2.1849267,-1.0001168,-1.0063366,1.3332762,0.048624836,0.52363145,-0.5306241,-0.34218588,1.0078946,-1.3316549,0.016725227,-0.9239545,1.1600715,-1.8209579,-0.9267327,1.1572999,-1.8206096
0.7623213,1.0798849,1.9475431,-1.0604427,-2.1818404,-0.99848956,-1.008123,1.3319557,0.055852555,0.51874095,-0.5381486,-0.3402137,1.0109885,-1.3290274,0.009869009,-0.925547,1.158847,-1.818567,-0.9283189,1.1560736,-1.8182222
0.7597244,1.0803398,1.9464623,-1.0615234,-2.1804638,-0.99859667,-1.0116351,1.3288963,0.061145395,0.51213473,-0.5473144,-0.3400247,1.0123389,-1.3281295,0.0014905664,-0.9288673,1.1558852,-1.8179144,-0.93163294,1.1531098,-1.8175703
0.7575703,1.0812393,1.9458289,-1.0621567,-2.1786149,-0.9982562,-1.0146908,1.3262795,0.06665868,0.505993,-0.5559402,-0.33943653,1.0141276,-1.3267797,-0.0061990493,-0.93173355,1.153368,-1.8168151,-0.934493,1.1505905,-1.8164736
0.7579663,1.0846907,1.9422373,-1.0602351,-2.1741865,-0.995361,-1.0151824,1.326213,0.07452842,0.50242394,-0.5619178,-0.3363405,1.0184623,-1.3228704,-0.01112358,-0.93203855,1.1534024,-1.8131638,-0.9347916,1.1506233,-1.812824
0.7550168,1.0847985,1.9408181,-1.0616542,-2.1730752,-0.9958065,-1.0190057,1.3228012,0.07883647,0.49553177,-0.57114327,-0.33663124,1.0194473,-1.3222969,-0.019154627,-0.93567765,1.1500938,-1.812855,-0.93842465,1.1473128,-1.8125178
0.75117165,1.084012,1.9385077,-1.0639644,-2.1728308,-0.99714303,-1.0237113,1.3184935,0.08205968,0.4877672,-0.58116627,-0.3378579,1.0195321,-1.32261,-0.027871056,-0.9402013,1.145891,-1.81344,-0.942942,1.143108,-1.8131042
0.7595605,1.0954614,1.9484361,-1.0540359,-2.160324,-0.9862408,-1.016169,1.3264198,0.09730248,0.49225858,-0.57885754,-0.32689002,1.0318468,-1.3106794,-0.024116186,-0.9324797,1.1539242,-1.8017876,-0.9352145,1.1511394,-1.8014548
0.749361,1.088324,1.9397808,-1.0626911,-2.166378,-0.9939225,-1.0272014,1.3157578,0.09377295,0.47818437,-0.5950385,-0.3345489,1.0255686,-1.3173281,-0.038744833,-0.9433357,1.1433707,-1.8087221,-0.9460642,1.1405843,-1.8083906
0.74554056,1.0875672,1.9319962,-1.0649625,-2.1660252,-0.995342,-1.031841,1.3114747,0.096415155,0.47051218,-0.6047426,-0.3358662,1.0256652,-1.317588,-0.04676488,-0.9478013,1.1391985,-1.8092744,-0.9505236,1.1364102,-1.8089454
0.74472326,1.0898153,1.9327323,-1.0642263,-2.162642,-0.9936321,-1.033464,1.3101946,0.101881966,0.46586707,-0.61134493,-0.33421656,1.0287606,-1.3148359,-0.05158268,-0.9492527,1.1380312,-1.8068216,-0.95196897,1.1352412,-1.806494
0.7463384,1.0944972,1.9359056,-1.0610529,-2.1567993,-0.9894851,-1.0326409,1.3113468,0.10957603,0.46367705,-0.6154171,-0.33017033,1.0342839,-1.3096416,-0.05374059,-0.9482607,1.1392983,-1.8019333,-0.9509709,1.1365063,-1.8016086
