x,y,f
0.0,0.0,25.0
-0.0003006012024048096,0.0,25.02004008016032
-0.0006012024048096192,0.0,25.04008016032064
-0.0009018036072144288,0.0,25.060120240480963
-0.0012024048096192384,0.0,25.080160320641284
-0.001503006012024048,0.0,25.100200400801604
-0.0018036072144288575,0.0,25.120240480961925
-0.002104208416833667,0.0,25.140280561122246
-0.002404809619238477,0.0,25.160320641282564
-0.0027054108216432865,0.0,25.180360721442884
-0.003006012024048096,0.0,25.200400801603205
-0.003306613226452906,0.0,25.220440881763526
-0.003607214428857715,0.0,25.240480961923847
-0.003907815631262525,0.0,25.260521042084168
-0.004208416833667334,0.0,25.28056112224449
-0.0045090180360721445,0.0,25.30060120240481
-0.004809619238476954,0.0,25.32064128256513
-0.005110220440881763,0.0,25.34068136272545
-0.005410821643286573,0.0,25.360721442885772
-0.005711422845691382,0.0,25.380761523046093
-0.006012024048096192,0.0,25.400801603206414
-0.0063126252505010015,0.0,25.420841683366735
-0.006613226452905812,0.0,25.440881763527052
-0.006913827655310621,0.0,25.460921843687373
-0.00721442885771543,0.0,25.480961923847694
-0.00751503006012024,0.0,25.501002004008015
-0.00781563126252505,0.0,25.521042084168336
-0.00811623246492986,0.0,25.541082164328657
-0.008416833667334669,0.0,25.561122244488978
-0.008717434869739478,0.0,25.5811623246493
-0.009018036072144289,0.0,25.60120240480962
-0.009318637274549098,0.0,25.62124248496994
-0.009619238476953907,0.0,25.64128256513026
-0.009919839679358717,0.0,25.661322645290582
-0.010220440881763526,0.0,25.681362725450903
-0.010521042084168337,0.0,25.701402805611224
-0.010821643286573146,0.0,25.721442885771545
-0.011122244488977955,0.0,25.741482965931862
-0.011422845691382764,0.0,25.761523046092183
-0.011723446893787575,0.0,25.781563126252504
-0.012024048096192385,0.0,25.801603206412825
-0.012324649298597194,0.0,25.821643286573146
-0.012625250501002003,0.0,25.841683366733466
-0.012925851703406812,0.0,25.861723446893787
-0.013226452905811623,0.0,25.881763527054108
-0.013527054108216433,0.0,25.90180360721443
-0.013827655310621242,0.0,25.92184368737475
-0.014128256513026051,0.0,25.94188376753507
-0.01442885771543086,0.0,25.96192384769539
-0.014729458917835671,0.0,25.981963927855713
-0.01503006012024048,0.0,26.002004008016034
-0.01533066132264529,0.0,26.02204408817635
-0.0156312625250501,0.0,26.04208416833667
-0.01593186372745491,0.0,26.062124248496993
-0.01623246492985972,0.0,26.082164328657313
-0.016533066132264528,0.0,26.102204408817634
-0.016833667334669337,0.0,26.122244488977955
-0.017134268537074147,0.0,26.142284569138276
-0.017434869739478956,0.0,26.162324649298597
-0.017735470941883765,0.0,26.182364729458918
-0.018036072144288578,0.0,26.20240480961924
-0.018336673346693387,0.0,26.22244488977956
-0.018637274549098196,0.0,26.24248496993988
-0.018937875751503006,0.0,26.2625250501002
-0.019238476953907815,0.0,26.282565130260522
-0.019539078156312624,0.0,26.302605210420843
-0.019839679358717433,0.0,26.322645290581164
-0.020140280561122242,0.0,26.34268537074148
-0.02044088176352705,0.0,26.362725450901802
-0.020741482965931864,0.0,26.382765531062123
-0.021042084168336674,0.0,26.402805611222444
-0.021342685370741483,0.0,26.422845691382765
-0.021643286573146292,0.0,26.442885771543086
-0.0219438877755511,0.0,26.462925851703407
-0.02224448897795591,0.0,26.482965931863728
-0.02254509018036072,0.0,26.50300601202405
-0.02284569138276553,0.0,26.52304609218437
-0.023146292585170338,0.0,26.54308617234469
-0.02344689378757515,0.0,26.56312625250501
-0.02374749498997996,0.0,26.583166332665332
-0.02404809619238477,0.0,26.60320641282565
-0.02434869739478958,0.0,26.62324649298597
-0.024649298597194388,0.0,26.64328657314629
-0.024949899799599197,0.0,26.663326653306612
-0.025250501002004006,0.0,26.683366733466933
-0.025551102204408815,0.0,26.703406813627254
-0.025851703406813625,0.0,26.723446893787575
-0.026152304609218437,0.0,26.743486973947896
-0.026452905811623247,0.0,26.763527054108216
-0.026753507014028056,0.0,26.783567134268537
-0.027054108216432865,0.0,26.803607214428858
-0.027354709418837674,0.0,26.82364729458918
-0.027655310621242483,0.0,26.8436873747495
-0.027955911823647293,0.0,26.86372745490982
-0.028256513026052102,0.0,26.88376753507014
-0.02855711422845691,0.0,26.903807615230463
