Penetration,Velocity of deformation,Contact force,Ncon
-1.2394476667329513e-05,-1.570729999002653e-09,50.32760184266656,1
-1.2394476667329513e-05,-1.570729999002653e-09,50.327571323587726,1
-1.2394481976416016e-05,-1.571726946644281e-09,50.32759295229315,1
-1.2394487288278078e-05,-1.5725491233622643e-09,50.32761458249015,1
-1.2394492602915697e-05,-1.5732296447838138e-09,50.32763621420648,1
-1.23944943746096e-05,-1.5734258264777506e-09,50.32764342509653,1
-1.2394499691467664e-05,-1.5739493499223982e-09,50.327665058797464,1
-1.2394510329402642e-05,-1.5747540749156373e-09,50.32770833070708,1
-1.2394512102872901e-05,-1.5748642652284577e-09,50.32774607492046,1
-1.239451565025751e-05,-1.5750681758202115e-09,50.32776050183638,1
-1.239451919775314e-05,-1.5752485195972329e-09,50.32777492940989,1
-1.239452274569286e-05,-1.5754151906903924e-09,50.327789357660585,1
-1.2394528068213062e-05,-1.5756443578259643e-09,50.3278110013025,1
-1.2394533391399398e-05,-1.5758481050013456e-09,50.327832646461864,1
-1.2394542265301012e-05,-1.57614242821515e-09,50.32786872512931,1
-1.2394549365288277e-05,-1.5763386595926514e-09,50.327897591083506,1
-1.2394552915670487e-05,-1.576432978893285e-09,50.327912025078035,1
-1.2394558241743403e-05,-1.5765636842898778e-09,50.327933677343104,1
-1.2394560017434109e-05,-1.5766051706354867e-09,50.32794089511294,1
-1.2394563568149386e-05,-1.5766862226354508e-09,50.327955331123306,1
-1.2394570670468119e-05,-1.5768461400435425e-09,50.327984205195136,1
-1.239457599776228e-05,-1.576965702714938e-09,50.32800586253034,1
=======
-0.0011396182437879293,0.002601298060634852,61.39013474346201,1
-1.2430754362843799e-05,2.836206520871081e-06,50.32653726138088,1
-1.2401386506252776e-05,5.425325499260557e-07,50.327177031676285,1
-1.2394573361204642e-05,-1.1415415685747839e-09,50.327972614230646,1
-1.2394731387019298e-05,-1.5802557193030954e-09,50.32863778857832,1
-1.2394756311082111e-05,-1.5809977198938396e-09,50.328739123307074,1
-1.2394765215181791e-05,-1.5812164232316146e-09,50.32877532234625,1
-1.2394768777332366e-05,-1.5812990776281795e-09,50.3287898031587,1
-1.239477590185556e-05,-1.5814572545394187e-09,50.32881876680699,1
-1.2394795498957278e-05,-1.5818508220693302e-09,50.328898430885694,1
-1.2394795498957278e-05,-1.5818508220693302e-09,50.32886778455088,1
-1.2394804408386029e-05,-1.5820150273343839e-09,50.32890399912354,1
-1.239481331881398e-05,-1.5821846389464655e-09,50.3289708706123,1
-1.239482936031544e-05,-1.5824874864288005e-09,50.329036080919884,1
-1.239484362246246e-05,-1.5827526648516405e-09,50.329063393789006,1
-1.2394857887274013e-05,-1.583009987308169e-09,50.32915204438898,1
-1.2394863237216724e-05,-1.583105975168841e-09,50.32917379238584,1
-1.2394866804030236e-05,-1.5831708397593194e-09,50.329188291902454,1
-1.2394973888260608e-05,-1.5851080827685576e-09,50.329623594305666,1
-1.2395048936672537e-05,-1.5864945446231703e-09,50.329928671207014,1
-1.2395254807659462e-05,-1.5902147518708984e-09,50.33076554296719,1
-1.2395297842235364e-05,-1.591016114970041e-09,50.33094047987364,1
-1.2395448653709784e-05,-1.593777425871112e-09,50.331553536574084,1
-1.2395884807156476e-05,-1.6017091223220065e-09,50.33332650691434,1
-1.2396258041155739e-05,-1.6084817521151446e-09,50.334843701558455,1
-1.2396354360663664e-05,-1.6102330168841963e-09,50.33523523873525,1
-1.2397656350512931e-05,-1.633849079873918e-09,50.34052776291683,1
-1.2397975057795718e-05,-1.639624394155631e-09,50.34182327988433,1
-1.2398082821260537e-05,-1.641568765116527e-09,50.34226132696941,1
-1.2398185147186047e-05,-1.6434251935660768e-09,50.342677270725616,1
-1.239831930209545e-05,-1.6458417613257788e-09,50.34322259571276,1
-1.239833608755736e-05,-1.646153104453707e-09,50.34325892835136,1
-1.2398347279493627e-05,-1.6463601663874953e-09,50.34333632180053,1
-1.2398356607365435e-05,-1.6465341028007278e-09,50.34337423944398,1
-1.2398356607365435e-05,-1.6465341028007278e-09,50.34334233403019,1
-1.2398367802743393e-05,-1.6467409569742748e-09,50.343387837189596,1
-1.2398371535091157e-05,-1.6468077374313071e-09,50.34343491701854,1
-1.2399031137796945e-05,-1.6586914089683578e-09,50.346116111746525,1
-1.2399044311037222e-05,-1.6589208070660975e-09,50.346137510138206,1
-1.239905372084349e-05,-1.6590973237449753e-09,50.34620790973847,1
-1.2399057485165677e-05,-1.6591718314735212e-09,50.3462232119353,1
-1.2399063132315091e-05,-1.659285076227807e-09,50.346214012696024,1
-1.2399074427835166e-05,-1.659498735071029e-09,50.34629208081117,1
-1.2399074427835166e-05,-1.659498735071029e-09,50.34625992293238,1
-1.2399085724576486e-05,-1.6597037689504435e-09,50.346338001503064,1
-1.2399097023538252e-05,-1.6599068785607372e-09,50.34638392873985,1
-1.2399097023538252e-05,-1.6599068785607372e-09,50.346351762921294,1
-1.2399110207547692e-05,-1.6601397134709435e-09,50.34643751873398,1
-1.2399185585362793e-05,-1.6614918420037803e-09,50.346743917423666,1
-1.2399287458206287e-05,-1.6633372051401678e-09,50.34715801552797,1
-1.2399506738022814e-05,-1.6672932164941718e-09,50.348049349564896,1
-1.2399964239948047e-05,-1.6755460300471592e-09,50.34990901063806,1
-1.2400208293281145e-05,-1.6799181914257597e-09,50.35090103571176,1
-1.2400294268619105e-05,-1.6814882962303945e-09,50.35125050938825,1
-1.2400300003587161e-05,-1.6815924027866695e-09,50.351241233006576,1
-1.2400311474744519e-05,-1.68179602736589e-09,50.35132044882147,1
-1.2400319123181958e-05,-1.6819343493369547e-09,50.35135153780207,1
-1.2400319123181958e-05,-1.6819343493369547e-09,50.35131894323309,1
-1.240033442216626e-05,-1.682202744858691e-09,50.35141372459539,1
-1.240033633508053e-05,-1.6822378979186245e-09,50.35142149878881,1
-1.2400343985849438e-05,-1.6823709120424284e-09,50.35141999405897,1
-1.2400353550309773e-05,-1.6825358361064174e-09,50.35149147466763,1
-1.2400353550309773e-05,-1.6825358361064174e-09,50.35145886803976,1
-1.2400363116102375e-05,-1.6826986844924521e-09,50.35153035660851,1
-1.2400372682783156e-05,-1.6828627959740178e-09,50.351536629812266,1
-1.2400382250685182e-05,-1.6830386956063342e-09,50.351608134294686,1
-1.2400395646969264e-05,-1.6832897791298814e-09,50.35166258962113,1
-1.2400491403705138e-05,-1.685016327396217e-09,50.352051819045855,1
-1.2400585355218374e-05,-1.686716211526159e-09,50.35243371140834,1
-1.2400652530483725e-05,-1.687921126274864e-09,50.35270676321835,1
-1.240078704854708e-05,-1.690341012750311e-09,50.353253546669556,1
-1.2400823598754385e-05,-1.6910030084906543e-09,50.3534021158837,1
-1.2400952619437411e-05,-1.6933240135866712e-09,50.353926552162264,1
-1.240111466592475e-05,-1.6962390039928447e-09,50.3545852321883,1
-1.2401193877895067e-05,-1.6976664998910249e-09,50.3549072075272,1
-1.2401478515541853e-05,-1.7027772417717215e-09,50.356064183796484,1
-1.2401608578391232e-05,-1.70509841982509e-09,50.356592853103734,1
-1.2401886868781964e-05,-1.7100882895621124e-09,50.35772402247995,1
-1.2402009772025102e-05,-1.7123093974354738e-09,50.35822358952163,1
-1.240203710915766e-05,-1.7127935730690876e-09,50.35833470593998,1
-1.2402046874235295e-05,-1.7129663603635426e-09,50.35837439930885,1
-1.2402052734103441e-05,-1.7130736778116565e-09,50.35839821760709,1
-1.2402068362157848e-05,-1.7133622194089558e-09,50.35846174135551,1
-1.2402068362157848e-05,-1.7133622194089558e-09,50.35842853542441,1
-1.2402078131676375e-05,-1.7135325345598272e-09,50.35850144983916,1
-1.2402240468153969e-05,-1.7164412057207434e-09,50.35916129961382,1
-1.2402350178061794e-05,-1.7184014883514075e-09,50.35960723494024,1
-1.2402599526159519e-05,-1.7228664719642819e-09,50.36062075364292,1
-1.240327475725278e-05,-1.7349423952334447e-09,50.363365333933764,1
-1.240340569917675e-05,-1.7372692073976126e-09,50.363897564301524,1
-1.2403612449571333e-05,-1.7409809749987896e-09,50.36470418514772,1
-1.2403616430609055e-05,-1.7410544555270923e-09,50.364754109671054,1
-1.240409953449928e-05,-1.7496817469810251e-09,50.36671773766552,1
-1.2404143591479566e-05,-1.7504651246026941e-09,50.3668968110734,1
-1.2404213730041191e-05,-1.7517043936795922e-09,50.36718189407423,1
-1.2404637805260577e-05,-1.7592698624659727e-09,50.36890558331341,1
-1.2405147091096302e-05,-1.7683096170608044e-09,50.370975600997866,1
-1.2405472040719068e-05,-1.774099732789261e-09,50.37226198366682,1
-1.2405865668072003e-05,-1.7810972059197072e-09,50.37389627676353,1
-1.2406111327675773e-05,-1.7854647894985799e-09,50.374894760946276,1
-1.2406207737111763e-05,-1.7871639833169986e-09,50.37528661471129,1
-1.2406265223904867e-05,-1.7881748928263129e-09,50.37552026876332,1
-1.2407175739123644e-05,-1.8043189077977372e-09,50.379221026723854,1
-1.2407341945061545e-05,-1.8072620914990484e-09,50.3798965595291,1
-1.2407510553189005e-05,-1.8102423158291702e-09,50.380581855690764,1
-1.240765026687407e-05,-1.81271258393274e-09,50.381149710766465,1
-1.2407767214436816e-05,-1.8147818854228823e-09,50.38162503539477,1
-1.2407938743339009e-05,-1.817804617661005e-09,50.3823221978005,1
-1.240802253875406e-05,-1.8192704303210579e-09,50.38266277432929,1
-1.2408430086527367e-05,-1.8265038427035807e-09,50.38431920983681,1
-1.240866201544788e-05,-1.830568544214069e-09,50.385261853997385,1
-1.240873805240239e-05,-1.8319050868527854e-09,50.38557089620568,1
-1.2408928433113586e-05,-1.8352570880651904e-09,50.38634467036791,1
-1.2409008939381905e-05,-1.8366906970746898e-09,50.38667187700495,1
-1.2409059823234592e-05,-1.8375903303884979e-09,50.38687868760237,1
-1.2409193533610696e-05,-1.8399424855616072e-09,50.387422132527725,1
-1.2409338083316235e-05,-1.842481826125602e-09,50.388009630966415,1
-1.2409408317579085e-05,-1.8437221728181442e-09,50.388295086353715,1
-1.2409472215577089e-05,-1.8448401379407477e-09,50.38855478760986,1
-1.2409704765667384e-05,-1.848911132567221e-09,50.38949994526176,1
-1.2409848011971092e-05,-1.8514495667924097e-09,50.390082143009145,1
-1.241026408925483e-05,-1.8587630633076172e-09,50.39177320570568,1
-1.2410274838656199e-05,-1.8589483849820732e-09,50.39178085802034,1
-1.2410300642348715e-05,-1.8593965582188766e-09,50.391921767744385,1
-1.241030494368578e-05,-1.8594716738053706e-09,50.39193924962362,1
-1.241032860475888e-05,-1.859892726022985e-09,50.39203541499692,1
-1.241034151343301e-05,-1.8601179419734746e-09,50.39208787955216,1
-1.241034151343301e-05,-1.8601179419734746e-09,50.392051820721115,1
-1.2410358727996118e-05,-1.860413930548921e-09,50.39215784407014,1
-1.2410358727996118e-05,-1.860413930548921e-09,50.392121779371806,1
-1.2410367336443406e-05,-1.8605647341264457e-09,50.392192831375056,1
-1.2410375946000918e-05,-1.8607150407327997e-09,50.39222782205921,1
-1.2410375946000918e-05,-1.8607150407327997e-09,50.39219175149338,1
-1.2410397472892298e-05,-1.8610839612302494e-09,50.392315313456564,1
-1.2410406085003323e-05,-1.8612341093804559e-09,50.39235031590658,1
-1.2410406085003323e-05,-1.8612341093804559e-09,50.392314235068454,1
-1.2410421158279283e-05,-1.861511051180027e-09,50.392411578308995,1
-1.2410429772499731e-05,-1.8616641134759377e-09,50.39244659001254,1
-1.24104319263324e-05,-1.861704003008587e-09,50.392455343471894,1
-1.241044054166307e-05,-1.8618611102459628e-09,50.39249035938949,1
-1.2410453466657478e-05,-1.8620933004082421e-09,50.392506792619855,1
-1.2410464238929442e-05,-1.862278103048013e-09,50.392586670565464,1
-1.2410475012533673e-05,-1.8624544694564697e-09,50.39263045678574,1
-1.2410496562961781e-05,-1.8628327310603668e-09,50.39271804501737,1
-1.241050734034077e-05,-1.863028891449731e-09,50.39276184704863,1
-1.241050734034077e-05,-1.863028891449731e-09,50.39272573170806,1
-1.2410522430825188e-05,-1.8632971487899004e-09,50.392823178733856,1
-1.2410524586878302e-05,-1.863335038294802e-09,50.392831941248616,1
-1.2410535367365916e-05,-1.8635206595885283e-09,50.3928396320671,1
-1.2410543993021661e-05,-1.8636704536654104e-09,50.39291081333334,1
-1.2410559089501283e-05,-1.8639448469122497e-09,50.3929721700989,1
-1.2410559089501283e-05,-1.8639448469122497e-09,50.39293603712866,1
-1.2410578503083136e-05,-1.8642870957652057e-09,50.393051072544104,1
-1.2410587133068751e-05,-1.8644356221115925e-09,50.393086145795735,1
-1.2410587133068751e-05,-1.8644356221115925e-09,50.39305000327401,1
-1.241061302657831e-05,-1.8648907331038876e-09,50.3931913857425,1
-1.2410621659894594e-05,-1.8650433133364074e-09,50.39322647250045,1
-1.2410630293877012e-05,-1.865197325230791e-09,50.3932254054004,1
-1.2410643246182906e-05,-1.8654161832029007e-09,50.39331420412365,1
-1.2410654041436486e-05,-1.865595681004072e-09,50.39335807785154,1
-1.2410654041436486e-05,-1.865595681004072e-09,50.39332191254195,1
-1.2410664837467222e-05,-1.865782293367004e-09,50.39340195684039,1
-1.2410675634941248e-05,-1.8659758887779737e-09,50.3934458411222,1
-1.2410675634941248e-05,-1.8659758887779737e-09,50.393409668458645,1
-1.2410688593464392e-05,-1.8662084413890393e-09,50.39349850921742,1
-1.2410697233775081e-05,-1.866365384911887e-09,50.39353362551746,1
-1.2410701554541048e-05,-1.866441763051811e-09,50.39355118494758,1
-1.2410720999209146e-05,-1.8667665117432907e-09,50.393630212758346,1
-1.2410865885201239e-05,-1.8693161690059527e-09,50.39421906916078,1
-1.2411128139530603e-05,-1.8739082689809682e-09,50.395284934953324,1
-1.2411238905926658e-05,-1.875834012454074e-09,50.395735115017516,1
-1.2411742319903829e-05,-1.884664015019792e-09,50.39778110390343,1
-1.2413071945313603e-05,-1.9078609163152276e-09,50.403184941102865,1
-1.241340739420449e-05,-1.913703827024528e-09,50.404548252137,1
-1.2413505371497435e-05,-1.9154252568537224e-09,50.404946444748845,1
-1.24137597082713e-05,-1.919829894180252e-09,50.40598009696125,1
-1.2414459384144094e-05,-1.9320099099923767e-09,50.40882364955069,1
-1.2415230167248104e-05,-1.945378825043975e-09,50.41195615614799,1
-1.241577420495188e-05,-1.9547695392972773e-09,50.414167137886814,1
-1.2416062292172625e-05,-1.959769910860488e-09,50.41533792643328,1
-1.2416105810583722e-05,-1.960508322742041e-09,50.415514784493205,1
-1.24161722716426e-05,-1.961669818554765e-09,50.41578488292007,1
-1.241619749302314e-05,-1.9621111462745765e-09,50.415887383749634,1
-1.2416204372964201e-05,-1.9622354641753853e-09,50.41587730331635,1
-1.241621584079089e-05,-1.962427893797969e-09,50.41596194701675,1
-1.2416220428232427e-05,-1.962502893239305e-09,50.415980590088,1
-1.2416234191889308e-05,-1.962731444060152e-09,50.416036524730764,1
-1.2416241074383882e-05,-1.9628450364638644e-09,50.416064495102674,1
>>>>>>> 2938e193f2541116b49f9a29603a4769d33cba50
